id;taxonKey;acceptedTaxonKey;kingdomKey;phylumKey;classKey;orderKey;familyKey;genusKey;speciesKey
857;2308741;2308741;1;42;255;5958860;9272891;10943108;2308741
858;2308741;2308741;1;42;255;5958860;9272891;10943108;2308741
859;2308741;2308741;1;42;255;5958860;9272891;10943108;2308741
860;2308741;2308741;1;42;255;5958860;9272891;10943108;2308741
861;2308741;2308741;1;42;255;5958860;9272891;10943108;2308741
862;2308741;2308741;1;42;255;5958860;9272891;10943108;2308741
863;2308741;2308741;1;42;255;5958860;9272891;10943108;2308741
864;2308741;2308741;1;42;255;5958860;9272891;10943108;2308741
865;2308741;2308741;1;42;255;5958860;9272891;10943108;2308741
866;2308741;2308741;1;42;255;5958860;9272891;10943108;2308741
867;2308741;2308741;1;42;255;5958860;9272891;10943108;2308741
868;2308741;2308741;1;42;255;5958860;9272891;10943108;2308741
869;2308741;2308741;1;42;255;5958860;9272891;10943108;2308741
870;2308741;2308741;1;42;255;5958860;9272891;10943108;2308741
871;2308741;2308741;1;42;255;5958860;9272891;10943108;2308741
872;2308741;2308741;1;42;255;5958860;9272891;10943108;2308741
873;2308741;2308741;1;42;255;5958860;9272891;10943108;2308741
874;2308741;2308741;1;42;255;5958860;9272891;10943108;2308741
875;2308741;2308741;1;42;255;5958860;9272891;10943108;2308741
876;2308741;2308741;1;42;255;5958860;9272891;10943108;2308741
877;2308741;2308741;1;42;255;5958860;9272891;10943108;2308741
878;2308741;2308741;1;42;255;5958860;9272891;10943108;2308741
879;2308741;2308741;1;42;255;5958860;9272891;10943108;2308741
880;2308741;2308741;1;42;255;5958860;9272891;10943108;2308741
881;2308741;2308741;1;42;255;5958860;9272891;10943108;2308741
882;2308741;2308741;1;42;255;5958860;9272891;10943108;2308741
883;2308741;2308741;1;42;255;5958860;9272891;10943108;2308741
884;2308741;2308741;1;42;255;5958860;9272891;10943108;2308741
885;2308741;2308741;1;42;255;5958860;9272891;10943108;2308741
886;2308741;2308741;1;42;255;5958860;9272891;10943108;2308741
887;2308741;2308741;1;42;255;5958860;9272891;10943108;2308741
888;2308741;2308741;1;42;255;5958860;9272891;10943108;2308741
889;2308741;2308741;1;42;255;5958860;9272891;10943108;2308741
890;2308741;2308741;1;42;255;5958860;9272891;10943108;2308741
891;2308741;2308741;1;42;255;5958860;9272891;10943108;2308741
