id;occurrenceID;catalogNumber;recordedBy;preparations;date;year;month;day;eventRemarks;higherGeography;continent;countryCode;stateProvince;county;locality;decimalLatitude;decimalLongitude;typeStatus;scientificName;kingdom;phylum;class;order;family;genus;genericName;specificEpithet;infraspecificEpithet;taxonRank;taxonomicStatus;publishingCountry;lastInterpreted;hasCoordinate;hasGeospatialIssues;taxonKey;acceptedTaxonKey;kingdomKey;phylumKey;classKey;orderKey;familyKey;genusKey;speciesKey;species;acceptedScientificName;verbatimScientificName;repatriated;level0Gid;level0Name;level1Gid;level1Name;level2Gid;level2Name;iucnRedListCategory
0;MPEG.ANL 001101;MPEG.ANL 001101;"Beckman, Ruana; Pena, José; Souza, Raíssa";Etanol - 3;30/08/2017;2017;8;30;;Pará, Belém;;BR;Pará;Belém;Mocambo;1,440694;-48,41125;;Pontoscolex;Animalia;Annelida;Clitellata;Haplotaxida;Glossoscolecidae;Pontoscolex;Pontoscolex;;;GENUS;DOUBTFUL;BR;2023-09-07T09:19:05.952Z;TRUE;TRUE;2308740;2308740;1;42;255;472;3567;2308740;;;Pontoscolex;Pontoscolex Corethrurus;FALSE;;;;;;;
1;MPEG.ANL 001596;MPEG.ANL 001596;"Sousa, Sandriel; Hernández, Luis; Rousseau, Guillaume";Etanol - 1;15/08/2018;2018;8;15;;Maranhão, São Luís;SOUTH_AMERICA;BR;Maranhão;São Luís;Fazenda Escola;-4,587222;-44,208611;;Liodrilus mendesi Righi, 1994;Animalia;Annelida;Clitellata;;;Liodrilus;Liodrilus;mendesi;;SPECIES;ACCEPTED;BR;2023-09-07T09:19:05.949Z;TRUE;FALSE;9512479;9512479;1;42;255;;;4813824;9512479;Liodrilus mendesi;Liodrilus mendesi Righi, 1994;Liodrilus mendesi;FALSE;BRA;Brazil;BRA.10_1;Maranhão;BRA.10.59_2;Codó;NE
2;MPEG.ANL 001635;MPEG.ANL 001635;"Sousa, Anny; Sousa, Sandriel; Hernández, Luis";Etanol - 1;12/02/2019;2019;2;12;;Maranhão, Caxias;SOUTH_AMERICA;BR;Maranhão;Caxias;Santa Tereza Village;-4,899722;-43,470833;;Liodrilus mendesi Righi, 1994;Animalia;Annelida;Clitellata;;;Liodrilus;Liodrilus;mendesi;;SPECIES;ACCEPTED;BR;2023-09-07T09:19:05.937Z;TRUE;FALSE;9512479;9512479;1;42;255;;;4813824;9512479;Liodrilus mendesi;Liodrilus mendesi Righi, 1994;Liodrilus mendesi;FALSE;BRA;Brazil;BRA.10_1;Maranhão;BRA.10.52_2;Caxias;NE
3;MPEG.ANL 001031;MPEG.ANL 001031;"Beckman, Ruana; Pena, José; Souza, Raíssa";Etanol - 1;30/08/2017;2017;8;30;;Pará, Belém;;BR;Pará;Belém;Mocambo;1,440694;-48,41125;;Pontoscolex;Animalia;Annelida;Clitellata;Haplotaxida;Glossoscolecidae;Pontoscolex;Pontoscolex;;;GENUS;DOUBTFUL;BR;2023-09-07T09:19:05.946Z;TRUE;TRUE;2308740;2308740;1;42;255;472;3567;2308740;;;Pontoscolex;Pontoscolex Corethrurus;FALSE;;;;;;;
4;MPEG.ANL 001036;MPEG.ANL 001036;"Beckman, Ruana; Pena, José; Souza, Raíssa";Etanol - 17;30/08/2017;2017;8;30;;Pará, Belém;;BR;Pará;Belém;Mocambo;1,440694;-48,41125;;Pontoscolex;Animalia;Annelida;Clitellata;Haplotaxida;Glossoscolecidae;Pontoscolex;Pontoscolex;;;GENUS;DOUBTFUL;BR;2023-09-07T09:19:05.946Z;TRUE;TRUE;2308740;2308740;1;42;255;472;3567;2308740;;;Pontoscolex;Pontoscolex Corethrurus;FALSE;;;;;;;
5;MPEG.ANL 000595;MPEG.ANL 000595;"Braga, Cesar; Ferreira, Viviane";Líquido - 2;01/11/2008;2008;11;1;Material doado Laboratório de Oceanografia Biológica/UFPA;Pará, Bragança;SOUTH_AMERICA;BR;Pará;Bragança;Ilha de Canela;;;;Heteromastus Eisig, 1887;Animalia;Annelida;Polychaeta;;Capitellidae;Heteromastus;Heteromastus;;;GENUS;ACCEPTED;BR;2023-09-07T09:19:05.943Z;FALSE;FALSE;7236626;7236626;1;42;256;;5752;7236626;;;Heteromastus Eisig, 1887;Heteromastus;FALSE;;;;;;;
6;MPEG.ANL 001568;MPEG.ANL 001568;"Hernández, Luis; Rousseau, Guillaume; Sousa, Sandriel";Etanol - 1;15/04/2017;2017;4;15;;Maranhão, Rosário;SOUTH_AMERICA;BR;Maranhão;Rosário;Rosário;-2,853972;-44,153167;;Pontoscolex corethrurus (Muller, 1856);Animalia;Annelida;Clitellata;Crassiclitellata;Rhinodrilidae;Pontoscolex;Pontoscolex;corethrurus;;SPECIES;ACCEPTED;BR;2023-09-07T09:19:05.953Z;TRUE;FALSE;2308741;2308741;1;42;255;5958860;9272891;10943108;2308741;Pontoscolex corethrurus;Pontoscolex corethrurus (Muller, 1856);Pontoscolex corethrurus;FALSE;BRA;Brazil;BRA.10_1;Maranhão;BRA.10.159_2;Rosário;NE
7;MPEG.ANL 000622;MPEG.ANL 000622;"Braga, Cesar; Ferreira, Viviane";Líquido - 2;01/11/2008;2008;11;1;Material doado Laboratório de Oceanografia Biológica/UFPA;Pará, Bragança;SOUTH_AMERICA;BR;Pará;Bragança;Península Bragantina;;;;Laeonereis culveri (Webster, 1879);Animalia;Annelida;Polychaeta;Phyllodocida;Nereididae;Laeonereis;Laeonereis;culveri;;SPECIES;ACCEPTED;BR;2023-09-07T09:19:05.949Z;FALSE;FALSE;2316376;2316376;1;42;256;1079;6972;2316367;2316376;Laeonereis culveri;Laeonereis culveri (Webster, 1879);Laeonereis culveri;FALSE;;;;;;;NE
8;MPEG.ANL 001090;MPEG.ANL 001090;"Beckman, Ruana; Pena, José; Souza, Raíssa";Etanol - 1;30/08/2017;2017;8;30;;Pará, Belém;;BR;Pará;Belém;Mocambo;1,440694;-48,41125;;Pontoscolex;Animalia;Annelida;Clitellata;Haplotaxida;Glossoscolecidae;Pontoscolex;Pontoscolex;;;GENUS;DOUBTFUL;BR;2023-09-07T09:19:05.947Z;TRUE;TRUE;2308740;2308740;1;42;255;472;3567;2308740;;;Pontoscolex;Pontoscolex Corethrurus;FALSE;;;;;;;
9;MPEG.ANL 001083;MPEG.ANL 001083;"Beckman, Ruana; Pena, José; Souza, Raíssa";Etanol - 3;30/08/2017;2017;8;30;;Pará, Belém;;BR;Pará;Belém;Mocambo;1,440694;-48,41125;;Pontoscolex;Animalia;Annelida;Clitellata;Haplotaxida;Glossoscolecidae;Pontoscolex;Pontoscolex;;;GENUS;DOUBTFUL;BR;2023-09-07T09:19:05.945Z;TRUE;TRUE;2308740;2308740;1;42;255;472;3567;2308740;;;Pontoscolex;Pontoscolex Corethrurus;FALSE;;;;;;;
10;MPEG.ANL 001137;MPEG.ANL 001137;Muniz, Mairink;EtOH - 1;05/09/2016;2016;9;5;Amazôna Azul;Pará;;BR;Pará;;Plataforma Continental do Amazonas;3,7817;-49,840417;;incertae sedis;incertae sedis;;;;;;;;;KINGDOM;;BR;2023-09-07T09:19:05.936Z;TRUE;FALSE;0;;0;;;;;;;;;;FALSE;;;;;;;
11;MPEG.ANL 001045;MPEG.ANL 001045;"Beckman, Ruana; Pena, José; Souza, Raíssa";Etanol - 3;30/08/2017;2017;8;30;;Pará, Belém;;BR;Pará;Belém;Mocambo;1,440694;-48,41125;;Pontoscolex;Animalia;Annelida;Clitellata;Haplotaxida;Glossoscolecidae;Pontoscolex;Pontoscolex;;;GENUS;DOUBTFUL;BR;2023-09-07T09:19:05.946Z;TRUE;TRUE;2308740;2308740;1;42;255;472;3567;2308740;;;Pontoscolex;Pontoscolex Corethrurus;FALSE;;;;;;;
12;MPEG.ANL 001001;MPEG.ANL 001001;"Beckman, Ruana; Pena, José; Souza, Raíssa";Etanol - 37;30/08/2017;2017;8;30;;Pará, Belém;;BR;Pará;Belém;Mocambo;1,440694;-48,41125;;Pontoscolex;Animalia;Annelida;Clitellata;Haplotaxida;Glossoscolecidae;Pontoscolex;Pontoscolex;;;GENUS;DOUBTFUL;BR;2023-09-07T09:19:05.941Z;TRUE;TRUE;2308740;2308740;1;42;255;472;3567;2308740;;;Pontoscolex;Pontoscolex Corethrurus;FALSE;;;;;;;
13;MPEG.ANL 001595;MPEG.ANL 001595;"Sousa, Sandriel; Hernández, Luis; Rousseau, Guillaume";Etanol - 1;15/08/2018;2018;8;15;;Maranhão, São Luís;SOUTH_AMERICA;BR;Maranhão;São Luís;Fazenda Escola;-4,587222;-44,208611;;Liodrilus mendesi Righi, 1994;Animalia;Annelida;Clitellata;;;Liodrilus;Liodrilus;mendesi;;SPECIES;ACCEPTED;BR;2023-09-07T09:19:05.949Z;TRUE;FALSE;9512479;9512479;1;42;255;;;4813824;9512479;Liodrilus mendesi;Liodrilus mendesi Righi, 1994;Liodrilus mendesi;FALSE;BRA;Brazil;BRA.10_1;Maranhão;BRA.10.59_2;Codó;NE
14;MPEG.ANL 001056;MPEG.ANL 001056;"Beckman, Ruana; Pena, José; Souza, Raíssa";Etanol - 1;30/08/2017;2017;8;30;;Pará, Belém;;BR;Pará;Belém;Mocambo;1,440694;-48,41125;;Pontoscolex;Animalia;Annelida;Clitellata;Haplotaxida;Glossoscolecidae;Pontoscolex;Pontoscolex;;;GENUS;DOUBTFUL;BR;2023-09-07T09:19:05.945Z;TRUE;TRUE;2308740;2308740;1;42;255;472;3567;2308740;;;Pontoscolex;Pontoscolex Corethrurus;FALSE;;;;;;;
15;MPEG.ANL 000619;MPEG.ANL 000619;"Braga, Cesar; Ferreira, Viviane";Líquido - 3;01/11/2008;2008;11;1;Material doado Laboratório de Oceanografia Biológica/UFPA;Pará, Bragança;SOUTH_AMERICA;BR;Pará;Bragança;Ilha de Canela;;;;Neanthes Kinberg, 1865;Animalia;Annelida;Polychaeta;Phyllodocida;Nereididae;Neanthes;Neanthes;;;GENUS;ACCEPTED;BR;2023-09-07T09:19:05.948Z;FALSE;FALSE;2316247;2316247;1;42;256;1079;6972;2316247;;;Neanthes Kinberg, 1865;Neanthes;FALSE;;;;;;;
16;MPEG.ANL 001629;MPEG.ANL 001629;"Sousa, Anny; Sousa, Sandriel; Hernández, Luis";Etanol - 1;12/02/2019;2019;2;12;;Maranhão, Caxias;SOUTH_AMERICA;BR;Maranhão;Caxias;Santa Tereza Village;-4,558333;-43,470833;PARATYPE;Rhinodrilus antonioi Hernández-García & Sousa, 2020;Animalia;Annelida;Clitellata;Crassiclitellata;Rhinodrilidae;Rhinodrilus;Rhinodrilus;antonioi;;SPECIES;ACCEPTED;BR;2023-09-07T09:19:05.939Z;TRUE;FALSE;11003839;11003839;1;42;255;5958860;9272891;10944581;11003839;Rhinodrilus antonioi;Rhinodrilus antonioi Hernández-García & Sousa, 2020;Rhinodrilus antonionii;FALSE;BRA;Brazil;BRA.10_1;Maranhão;BRA.10.5_2;Aldeias Altas;NE
17;MPEG.ANL 001593;MPEG.ANL 001593;"Sousa, Sandriel; Hernández, Luis; Rousseau, Guillaume";Etanol - 1;15/08/2018;2018;8;15;;Maranhão, São Luís;SOUTH_AMERICA;BR;Maranhão;São Luís;Fazenda Escola;-4,587222;-44,208611;;Liodrilus mendesi Righi, 1994;Animalia;Annelida;Clitellata;;;Liodrilus;Liodrilus;mendesi;;SPECIES;ACCEPTED;BR;2023-09-07T09:19:05.949Z;TRUE;FALSE;9512479;9512479;1;42;255;;;4813824;9512479;Liodrilus mendesi;Liodrilus mendesi Righi, 1994;Liodrilus mendesi;FALSE;BRA;Brazil;BRA.10_1;Maranhão;BRA.10.59_2;Codó;NE
18;MPEG.ANL 001569;MPEG.ANL 001569;"Hernández, Luis; Rousseau, Guillaume; Sousa, Sandriel";Etanol - 1;15/04/2017;2017;4;15;;Maranhão, Rosário;SOUTH_AMERICA;BR;Maranhão;Rosário;Rosário;-2,853972;-44,153167;;Pontoscolex corethrurus (Muller, 1856);Animalia;Annelida;Clitellata;Crassiclitellata;Rhinodrilidae;Pontoscolex;Pontoscolex;corethrurus;;SPECIES;ACCEPTED;BR;2023-09-07T09:19:05.953Z;TRUE;FALSE;2308741;2308741;1;42;255;5958860;9272891;10943108;2308741;Pontoscolex corethrurus;Pontoscolex corethrurus (Muller, 1856);Pontoscolex corethrurus;FALSE;BRA;Brazil;BRA.10_1;Maranhão;BRA.10.159_2;Rosário;NE
19;MPEG.ANL 001009;MPEG.ANL 001009;"Beckman, Ruana; Pena, José; Souza, Raíssa";Etanol - 3;30/08/2017;2017;8;30;;Pará, Belém;;BR;Pará;Belém;Mocambo;1,440694;-48,41125;;Pontoscolex;Animalia;Annelida;Clitellata;Haplotaxida;Glossoscolecidae;Pontoscolex;Pontoscolex;;;GENUS;DOUBTFUL;BR;2023-09-07T09:19:05.940Z;TRUE;TRUE;2308740;2308740;1;42;255;472;3567;2308740;;;Pontoscolex;Pontoscolex Corethrurus;FALSE;;;;;;;
20;MPEG.ANL 001609;MPEG.ANL 001609;"Sousa, Sandriel; Hernández, Luis; Rousseau, Guillaume";Etanol - 1;15/08/2018;2018;8;15;;Maranhão, São Luís;SOUTH_AMERICA;BR;Maranhão;São Luís;Fazenda Escola;-4,587222;-44,208611;;Hyperiodrilus africanus Beddard, 1891;Animalia;Annelida;Clitellata;Crassiclitellata;Eudrilidae;Hyperiodrilus;Hyperiodrilus;africanus;;SPECIES;ACCEPTED;BR;2023-09-07T09:19:05.939Z;TRUE;FALSE;9546247;9546247;1;42;255;5958860;4288888;4813844;9546247;Hyperiodrilus africanus;Hyperiodrilus africanus Beddard, 1891;Hyperiodrilus africanus;FALSE;BRA;Brazil;BRA.10_1;Maranhão;BRA.10.59_2;Codó;NE
21;MPEG.ANL 000724;MPEG.ANL 000724;"Braga, Cesar; Ferreira, Viviane";Líquido - 1;01/11/2008;2008;11;1;Material doado Laboratório de Oceanografia Biológica/UFPA;Pará, Bragança;SOUTH_AMERICA;BR;Pará;Bragança;Península Bragantina;;;;Sigambra grubii Müller, 1858;Animalia;Annelida;Polychaeta;Phyllodocida;Pilargidae;Sigambra;Sigambra;grubii;;SPECIES;ACCEPTED;BR;2023-09-07T09:19:05.939Z;FALSE;FALSE;2316674;2316674;1;42;256;1079;7077;2316659;2316674;Sigambra grubii;Sigambra grubii Müller, 1858;Sigambra grubii;FALSE;;;;;;;NE
22;MPEG.ANL 001034;MPEG.ANL 001034;"Beckman, Ruana; Pena, José; Souza, Raíssa";Etanol - 1;30/08/2017;2017;8;30;;Pará, Belém;;BR;Pará;Belém;Mocambo;1,440694;-48,41125;;Pontoscolex;Animalia;Annelida;Clitellata;Haplotaxida;Glossoscolecidae;Pontoscolex;Pontoscolex;;;GENUS;DOUBTFUL;BR;2023-09-07T09:19:05.946Z;TRUE;TRUE;2308740;2308740;1;42;255;472;3567;2308740;;;Pontoscolex;Pontoscolex Corethrurus;FALSE;;;;;;;
23;MPEG.ANL 000603;MPEG.ANL 000603;"Braga, Cesar; Ferreira, Viviane";Líquido - 2;01/11/2008;2008;11;1;Material doado Laboratório de Oceanografia Biológica/UFPA;Pará, Bragança;SOUTH_AMERICA;BR;Pará;Bragança;Ilha de Canela;;;;Capitella Blainville, 1828;Animalia;Annelida;Polychaeta;;Capitellidae;Capitella;Capitella;;;GENUS;ACCEPTED;BR;2023-09-07T09:19:05.949Z;FALSE;FALSE;2318007;2318007;1;42;256;;5752;2318007;;;Capitella Blainville, 1828;Capitella;FALSE;;;;;;;
24;MPEG.ANL 000628;MPEG.ANL 000628;"Braga, Cesar; Ferreira, Viviane";Líquido - 1;01/11/2008;2008;11;1;Material doado Laboratório de Oceanografia Biológica/UFPA;Pará, Bragança;SOUTH_AMERICA;BR;Pará;Bragança;Península Bragantina;;;;Laeonereis Hartman, 1945;Animalia;Annelida;Polychaeta;Phyllodocida;Nereididae;Laeonereis;Laeonereis;;;GENUS;ACCEPTED;BR;2023-09-07T09:19:05.949Z;FALSE;FALSE;2316367;2316367;1;42;256;1079;6972;2316367;;;Laeonereis Hartman, 1945;Laeonereis;FALSE;;;;;;;
25;MPEG.ANL 001104;MPEG.ANL 001104;"Beckman, Ruana; Pena, José; Souza, Raíssa";Etanol - 4;30/08/2017;2017;8;30;;Pará, Belém;;BR;Pará;Belém;Mocambo;1,440694;-48,41125;;Pontoscolex;Animalia;Annelida;Clitellata;Haplotaxida;Glossoscolecidae;Pontoscolex;Pontoscolex;;;GENUS;DOUBTFUL;BR;2023-09-07T09:19:05.952Z;TRUE;TRUE;2308740;2308740;1;42;255;472;3567;2308740;;;Pontoscolex;Pontoscolex Corethrurus;FALSE;;;;;;;
26;MPEG.ANL 001567;MPEG.ANL 001567;"Hernández, Luis; Rousseau, Guillaume; Sousa, Sandriel";Etanol - 1;15/04/2017;2017;4;15;;Maranhão, Alcântara;SOUTH_AMERICA;BR;Maranhão;Alcântara;Rio Grande;-2,42375;-44,425444;;Pontoscolex corethrurus (Muller, 1856);Animalia;Annelida;Clitellata;Crassiclitellata;Rhinodrilidae;Pontoscolex;Pontoscolex;corethrurus;;SPECIES;ACCEPTED;BR;2023-09-07T09:19:05.953Z;TRUE;FALSE;2308741;2308741;1;42;255;5958860;9272891;10943108;2308741;Pontoscolex corethrurus;Pontoscolex corethrurus (Muller, 1856);Pontoscolex corethrurus;FALSE;BRA;Brazil;BRA.10_1;Maranhão;BRA.10.4_2;Alcântara;NE
27;MPEG.ANL 001005;MPEG.ANL 001005;"Beckman, Ruana; Pena, José; Souza, Raíssa";Etanol - 4;30/08/2017;2017;8;30;;Pará, Belém;;BR;Pará;Belém;Mocambo;1,440694;-48,41125;;Pontoscolex;Animalia;Annelida;Clitellata;Haplotaxida;Glossoscolecidae;Pontoscolex;Pontoscolex;;;GENUS;DOUBTFUL;BR;2023-09-07T09:19:05.940Z;TRUE;TRUE;2308740;2308740;1;42;255;472;3567;2308740;;;Pontoscolex;Pontoscolex Corethrurus;FALSE;;;;;;;
28;MPEG.ANL 001097;MPEG.ANL 001097;"Beckman, Ruana; Pena, José; Souza, Raíssa";Etanol - 4;30/08/2017;2017;8;30;;Pará, Belém;;BR;Pará;Belém;Mocambo;1,440694;-48,41125;;Pontoscolex;Animalia;Annelida;Clitellata;Haplotaxida;Glossoscolecidae;Pontoscolex;Pontoscolex;;;GENUS;DOUBTFUL;BR;2023-09-07T09:19:05.947Z;TRUE;TRUE;2308740;2308740;1;42;255;472;3567;2308740;;;Pontoscolex;Pontoscolex Corethrurus;FALSE;;;;;;;
29;MPEG.ANL 001113;MPEG.ANL 001113;"Beckman, Ruana; Pena, José; Souza, Raíssa";Etanol - 1;30/08/2017;2017;8;30;;Pará, Belém;;BR;Pará;Belém;Mocambo;1,440694;-48,41125;;Pontoscolex;Animalia;Annelida;Clitellata;Haplotaxida;Glossoscolecidae;Pontoscolex;Pontoscolex;;;GENUS;DOUBTFUL;BR;2023-09-07T09:19:05.949Z;TRUE;TRUE;2308740;2308740;1;42;255;472;3567;2308740;;;Pontoscolex;Pontoscolex Corethrurus;FALSE;;;;;;;
30;MPEG.ANL 000713;MPEG.ANL 000713;"Braga, Cesar; Ferreira, Viviane";Líquido - 11;01/11/2008;2008;11;1;Material doado Laboratório de Oceanografia Biológica/UFPA;Pará, Bragança;SOUTH_AMERICA;BR;Pará;Bragança;Península Bragantina;;;;Sigambra grubii Müller, 1858;Animalia;Annelida;Polychaeta;Phyllodocida;Pilargidae;Sigambra;Sigambra;grubii;;SPECIES;ACCEPTED;BR;2023-09-07T09:19:05.937Z;FALSE;FALSE;2316674;2316674;1;42;256;1079;7077;2316659;2316674;Sigambra grubii;Sigambra grubii Müller, 1858;Sigambra grubii;FALSE;;;;;;;NE
31;MPEG.ANL 000624;MPEG.ANL 000624;"Braga, Cesar; Ferreira, Viviane";Líquido - 1;01/11/2008;2008;11;1;Material doado Laboratório de Oceanografia Biológica/UFPA;Pará, Maracanã;SOUTH_AMERICA;BR;Pará;Maracanã;Ilha de Algodoal;;;;Laeonereis culveri (Webster, 1879);Animalia;Annelida;Polychaeta;Phyllodocida;Nereididae;Laeonereis;Laeonereis;culveri;;SPECIES;ACCEPTED;BR;2023-09-07T09:19:05.949Z;FALSE;FALSE;2316376;2316376;1;42;256;1079;6972;2316367;2316376;Laeonereis culveri;Laeonereis culveri (Webster, 1879);Laeonereis culveri;FALSE;;;;;;;NE
32;MPEG.ANL 001114;MPEG.ANL 001114;"Beckman, Ruana; Pena, José; Souza, Raíssa";Etanol - 10;30/08/2017;2017;8;30;;Pará, Belém;;BR;Pará;Belém;Mocambo;1,440694;-48,41125;;Pontoscolex;Animalia;Annelida;Clitellata;Haplotaxida;Glossoscolecidae;Pontoscolex;Pontoscolex;;;GENUS;DOUBTFUL;BR;2023-09-07T09:19:05.949Z;TRUE;TRUE;2308740;2308740;1;42;255;472;3567;2308740;;;Pontoscolex;Pontoscolex Corethrurus;FALSE;;;;;;;
33;MPEG.ANL 001140;MPEG.ANL 001140;Romão, João;EtOH - 1;06/12/2015;2015;12;6;Amazôna Azul;Pará;;BR;Pará;;Plataforma Continental do Amazonas;3,938833;-50,653333;;incertae sedis;incertae sedis;;;;;;;;;KINGDOM;;BR;2023-09-07T09:19:05.936Z;TRUE;FALSE;0;;0;;;;;;;;;;FALSE;;;;;;;
34;MPEG.ANL 001078;MPEG.ANL 001078;"Beckman, Ruana; Pena, José; Souza, Raíssa";Etanol - 4;30/08/2017;2017;8;30;;Pará, Belém;;BR;Pará;Belém;Mocambo;1,440694;-48,41125;;Pontoscolex;Animalia;Annelida;Clitellata;Haplotaxida;Glossoscolecidae;Pontoscolex;Pontoscolex;;;GENUS;DOUBTFUL;BR;2023-09-07T09:19:05.945Z;TRUE;TRUE;2308740;2308740;1;42;255;472;3567;2308740;;;Pontoscolex;Pontoscolex Corethrurus;FALSE;;;;;;;
35;MPEG.ANL 001644;MPEG.ANL 001644;"Sousa, Anny; Sousa, Sandriel; Hernández, Luis";Etanol - 1;12/02/2019;2019;2;12;;Maranhão, Caxias;SOUTH_AMERICA;BR;Maranhão;Caxias;Santa Tereza Village;-4,558333;-43,470833;;Liodrilus mendesi Righi, 1994;Animalia;Annelida;Clitellata;;;Liodrilus;Liodrilus;mendesi;;SPECIES;ACCEPTED;BR;2023-09-07T09:19:05.938Z;TRUE;FALSE;9512479;9512479;1;42;255;;;4813824;9512479;Liodrilus mendesi;Liodrilus mendesi Righi, 1994;Liodrilus mendesi;FALSE;BRA;Brazil;BRA.10_1;Maranhão;BRA.10.5_2;Aldeias Altas;NE
36;MPEG.ANL 001061;MPEG.ANL 001061;"Beckman, Ruana; Pena, José; Souza, Raíssa";Etanol - 2;30/08/2017;2017;8;30;;Pará, Belém;;BR;Pará;Belém;Mocambo;1,440694;-48,41125;;Pontoscolex;Animalia;Annelida;Clitellata;Haplotaxida;Glossoscolecidae;Pontoscolex;Pontoscolex;;;GENUS;DOUBTFUL;BR;2023-09-07T09:19:05.946Z;TRUE;TRUE;2308740;2308740;1;42;255;472;3567;2308740;;;Pontoscolex;Pontoscolex Corethrurus;FALSE;;;;;;;
37;MPEG.ANL 001093;MPEG.ANL 001093;"Beckman, Ruana; Pena, José; Souza, Raíssa";Etanol - 2;30/08/2017;2017;8;30;;Pará, Belém;;BR;Pará;Belém;Mocambo;1,440694;-48,41125;;Pontoscolex;Animalia;Annelida;Clitellata;Haplotaxida;Glossoscolecidae;Pontoscolex;Pontoscolex;;;GENUS;DOUBTFUL;BR;2023-09-07T09:19:05.947Z;TRUE;TRUE;2308740;2308740;1;42;255;472;3567;2308740;;;Pontoscolex;Pontoscolex Corethrurus;FALSE;;;;;;;
38;MPEG.ANL 001561;MPEG.ANL 001561;"Hernández, Luis; Rousseau, Guillaume; Sousa, Sandriel";Etanol - 1;04/06/2017;2017;6;4;;Maranhão, São Luís;SOUTH_AMERICA;BR;Maranhão;São Luís;Fazenda Escola;-4,587222;-44,208611;;Pontoscolex corethrurus (Muller, 1856);Animalia;Annelida;Clitellata;Crassiclitellata;Rhinodrilidae;Pontoscolex;Pontoscolex;corethrurus;;SPECIES;ACCEPTED;BR;2023-09-07T09:19:05.953Z;TRUE;FALSE;2308741;2308741;1;42;255;5958860;9272891;10943108;2308741;Pontoscolex corethrurus;Pontoscolex corethrurus (Muller, 1856);Pontoscolex corethrurus;FALSE;BRA;Brazil;BRA.10_1;Maranhão;BRA.10.59_2;Codó;NE
39;MPEG.ANL 001562;MPEG.ANL 001562;"Hernández, Luis; Rousseau, Guillaume; Sousa, Sandriel";Etanol - 1;15/07/2011;2011;7;15;;Maranhão, Tomé-Açu;SOUTH_AMERICA;BR;Maranhão;Tomé-Açu;Tomé-Açu;-2,394167;-48,164444;;Pontoscolex corethrurus (Muller, 1856);Animalia;Annelida;Clitellata;Crassiclitellata;Rhinodrilidae;Pontoscolex;Pontoscolex;corethrurus;;SPECIES;ACCEPTED;BR;2023-09-07T09:19:05.953Z;TRUE;FALSE;2308741;2308741;1;42;255;5958860;9272891;10943108;2308741;Pontoscolex corethrurus;Pontoscolex corethrurus (Muller, 1856);Pontoscolex corethrurus;FALSE;BRA;Brazil;BRA.14_1;Pará;BRA.14.134_2;Tomé-Açu;NE
40;MPEG.ANL 001059;MPEG.ANL 001059;"Beckman, Ruana; Pena, José; Souza, Raíssa";Etanol - 22;30/08/2017;2017;8;30;;Pará, Belém;;BR;Pará;Belém;Mocambo;1,440694;-48,41125;;Pontoscolex;Animalia;Annelida;Clitellata;Haplotaxida;Glossoscolecidae;Pontoscolex;Pontoscolex;;;GENUS;DOUBTFUL;BR;2023-09-07T09:19:05.945Z;TRUE;TRUE;2308740;2308740;1;42;255;472;3567;2308740;;;Pontoscolex;Pontoscolex Corethrurus;FALSE;;;;;;;
41;MPEG.ANL 001597;MPEG.ANL 001597;"Sousa, Sandriel; Hernández, Luis; Rousseau, Guillaume";Etanol - 1;15/08/2018;2018;8;15;;Maranhão, São Luís;SOUTH_AMERICA;BR;Maranhão;São Luís;Fazenda Escola;-4,587222;-44,208611;;Liodrilus mendesi Righi, 1994;Animalia;Annelida;Clitellata;;;Liodrilus;Liodrilus;mendesi;;SPECIES;ACCEPTED;BR;2023-09-07T09:19:05.949Z;TRUE;FALSE;9512479;9512479;1;42;255;;;4813824;9512479;Liodrilus mendesi;Liodrilus mendesi Righi, 1994;Liodrilus mendesi;FALSE;BRA;Brazil;BRA.10_1;Maranhão;BRA.10.59_2;Codó;NE
42;MPEG.ANL 000650;MPEG.ANL 000650;"Silva, Roseanne; Rosa Filho, José";Líquido - 1;01/01/2005;2005;1;1;"Material doado Laboratório de Oceanografia Biológica/UFPA; Projeto RECOS – Instituto do Milênio";Pará, Curuçá;SOUTH_AMERICA;BR;Pará;Curuçá;Curuça;;;;Nephtys fluviatilis Monro, 1937;Animalia;Annelida;Polychaeta;Phyllodocida;Nephtyidae;Nephtys;Nephtys;fluviatilis;;SPECIES;ACCEPTED;BR;2023-09-07T09:19:05.948Z;FALSE;FALSE;2317033;2317033;1;42;256;1079;2316797;2316914;2317033;Nephtys fluviatilis;Nephtys fluviatilis Monro, 1937;Nephtys fluviatilis;FALSE;;;;;;;NE
43;MPEG.ANL 000623;MPEG.ANL 000623;"Braga, Cesar; Ferreira, Viviane";Líquido - 1;01/11/2008;2008;11;1;Material doado Laboratório de Oceanografia Biológica/UFPA;Pará, Maracanã;SOUTH_AMERICA;BR;Pará;Maracanã;Ilha de Algodoal;;;;Laeonereis culveri (Webster, 1879);Animalia;Annelida;Polychaeta;Phyllodocida;Nereididae;Laeonereis;Laeonereis;culveri;;SPECIES;ACCEPTED;BR;2023-09-07T09:19:05.949Z;FALSE;FALSE;2316376;2316376;1;42;256;1079;6972;2316367;2316376;Laeonereis culveri;Laeonereis culveri (Webster, 1879);Laeonereis culveri;FALSE;;;;;;;NE
