id;occurrenceID;catalogNumber;recordedBy;preparations;date;year;month;day;eventRemarks;higherGeography;continent;countryCode;stateProvince;county;locality;decimalLatitude;decimalLongitude;typeStatus;scientificName;kingdom;phylum;class;order;family;genus;genericName;specificEpithet;infraspecificEpithet;taxonRank;taxonomicStatus;publishingCountry;lastInterpreted;hasCoordinate;hasGeospatialIssues;taxonKey;acceptedTaxonKey;kingdomKey;phylumKey;classKey;orderKey;familyKey;genusKey;speciesKey;species;acceptedScientificName;verbatimScientificName;repatriated;level0Gid;level0Name;level1Gid;level1Name;level2Gid;level2Name;iucnRedListCategory
153;MPEG.ANL 001606;MPEG.ANL 001606;"Sousa, Sandriel; Hernández, Luis; Rousseau, Guillaume";Etanol - 1;15/08/2018;2018;8;15;;Maranhão, São Luís;SOUTH_AMERICA;BR;Maranhão;São Luís;Fazenda Escola;-4,587222;-44,208611;;Righiodrilus tocantinensis (Righi, 1972);Animalia;Annelida;Clitellata;Haplotaxida;Glossoscolecidae;Righiodrilus;Righiodrilus;tocantinensis;;SPECIES;DOUBTFUL;BR;2023-09-07T09:19:05.939Z;TRUE;FALSE;9308346;9308346;1;42;255;472;3567;4813886;9308346;Righiodrilus tocantinensis;Righiodrilus tocantinensis (Righi, 1972);Righiodrilus tocantinensis;FALSE;BRA;Brazil;BRA.10_1;Maranhão;BRA.10.59_2;Codó;NE
154;MPEG.ANL 001607;MPEG.ANL 001607;"Sousa, Sandriel; Hernández, Luis; Rousseau, Guillaume";Etanol - 1;15/08/2018;2018;8;15;;Maranhão, São Luís;SOUTH_AMERICA;BR;Maranhão;São Luís;Fazenda Escola;-4,587222;-44,208611;;Righiodrilus tocantinensis (Righi, 1972);Animalia;Annelida;Clitellata;Haplotaxida;Glossoscolecidae;Righiodrilus;Righiodrilus;tocantinensis;;SPECIES;DOUBTFUL;BR;2023-09-07T09:19:05.939Z;TRUE;FALSE;9308346;9308346;1;42;255;472;3567;4813886;9308346;Righiodrilus tocantinensis;Righiodrilus tocantinensis (Righi, 1972);Righiodrilus tocantinensis;FALSE;BRA;Brazil;BRA.10_1;Maranhão;BRA.10.59_2;Codó;NE
155;MPEG.ANL 000591;MPEG.ANL 000591;"Braga, Cesar; Ferreira, Viviane";Líquido - 1;01/11/2008;2008;11;1;Material doado Laboratório de Oceanografia Biológica/UFPA;Pará, Marapanim;SOUTH_AMERICA;BR;Pará;Marapanim;Praia de Marudá;;;;Notomastus M.Sars, 1851;Animalia;Annelida;Polychaeta;;Capitellidae;Notomastus;Notomastus;;;GENUS;ACCEPTED;BR;2023-09-07T09:19:05.943Z;FALSE;FALSE;2318072;2318072;1;42;256;;5752;2318072;;;Notomastus M.Sars, 1851;Notomastus;FALSE;;;;;;;
156;MPEG.ANL 001634;MPEG.ANL 001634;"Sousa, Anny; Sousa, Sandriel; Hernández, Luis";Etanol - 6;12/02/2019;2019;2;12;;Maranhão, Caxias;SOUTH_AMERICA;BR;Maranhão;Caxias;Maranhão Federal Institute;-4,827778;-43,3425;;Dichogaster bolaui (Michaelsen, 1891);Animalia;Annelida;Clitellata;Crassiclitellata;Octochaetidae;Dichogaster;Dichogaster;bolaui;;SPECIES;ACCEPTED;BR;2023-09-07T09:19:05.937Z;TRUE;FALSE;4410238;4410238;1;42;255;5958860;3267579;8959976;4410238;Dichogaster bolaui;Dichogaster bolaui (Michaelsen, 1891);Dichogaster bolaui;FALSE;BRA;Brazil;BRA.10_1;Maranhão;BRA.10.52_2;Caxias;NE
157;MPEG.ANL 000718;MPEG.ANL 000718;"Braga, Cesar; Ferreira, Viviane";Líquido - 3;01/11/2008;2008;11;1;Material doado Laboratório de Oceanografia Biológica/UFPA;Pará, Bragança;SOUTH_AMERICA;BR;Pará;Bragança;Península Bragantina;;;;Sigambra grubii Müller, 1858;Animalia;Annelida;Polychaeta;Phyllodocida;Pilargidae;Sigambra;Sigambra;grubii;;SPECIES;ACCEPTED;BR;2023-09-07T09:19:05.937Z;FALSE;FALSE;2316674;2316674;1;42;256;1079;7077;2316659;2316674;Sigambra grubii;Sigambra grubii Müller, 1858;Sigambra grubii;FALSE;;;;;;;NE
158;MPEG.ANL 000596;MPEG.ANL 000596;"Braga, Cesar; Ferreira, Viviane";Líquido - 12;01/11/2008;2008;11;1;Material doado Laboratório de Oceanografia Biológica/UFPA;Pará, Bragança;SOUTH_AMERICA;BR;Pará;Bragança;Ilha de Canela;;;;Heteromastus Eisig, 1887;Animalia;Annelida;Polychaeta;;Capitellidae;Heteromastus;Heteromastus;;;GENUS;ACCEPTED;BR;2023-09-07T09:19:05.942Z;FALSE;FALSE;7236626;7236626;1;42;256;;5752;7236626;;;Heteromastus Eisig, 1887;Heteromastus;FALSE;;;;;;;
159;MPEG.ANL 001016;MPEG.ANL 001016;"Beckman, Ruana; Pena, José; Souza, Raíssa";Etanol - 5;30/08/2017;2017;8;30;;Pará, Belém;;BR;Pará;Belém;Mocambo;1,440694;-48,41125;;Pontoscolex;Animalia;Annelida;Clitellata;Haplotaxida;Glossoscolecidae;Pontoscolex;Pontoscolex;;;GENUS;DOUBTFUL;BR;2023-09-07T09:19:05.947Z;TRUE;TRUE;2308740;2308740;1;42;255;472;3567;2308740;;;Pontoscolex;Pontoscolex Corethrurus;FALSE;;;;;;;
160;MPEG.ANL 001592;MPEG.ANL 001592;"Hernández, Luis; Rousseau, Guillaume; Sousa, Sandriel";Etanol - 1;15/04/2017;2017;4;15;;Maranhão, Bom Jesus;SOUTH_AMERICA;BR;Maranhão;Bom Jesus;Rio dos Bois;-4,038889;-46,932778;PARATYPE;Pontoscolex;Animalia;Annelida;Clitellata;Haplotaxida;Glossoscolecidae;Pontoscolex;Pontoscolex;;;GENUS;DOUBTFUL;BR;2023-09-07T09:19:05.949Z;TRUE;FALSE;2308740;2308740;1;42;255;472;3567;2308740;;;Pontoscolex;Pontoscolex Awa;FALSE;BRA;Brazil;BRA.10_1;Maranhão;BRA.10.93_2;Itinga do Maranhão;
161;MPEG.ANL 001628;MPEG.ANL 001628;"Sousa, Anny; Sousa, Sandriel; Hernández, Luis";Etanol - 1;12/02/2019;2019;2;12;;Maranhão, Caxias;SOUTH_AMERICA;BR;Maranhão;Caxias;Maranhão Federal Institute;-4,821667;-43,342222;PARATYPE;Rhinodrilus antonioi Hernández-García & Sousa, 2020;Animalia;Annelida;Clitellata;Crassiclitellata;Rhinodrilidae;Rhinodrilus;Rhinodrilus;antonioi;;SPECIES;ACCEPTED;BR;2023-09-07T09:19:05.939Z;TRUE;FALSE;11003839;11003839;1;42;255;5958860;9272891;10944581;11003839;Rhinodrilus antonioi;Rhinodrilus antonioi Hernández-García & Sousa, 2020;Rhinodrilus antonionii;FALSE;BRA;Brazil;BRA.10_1;Maranhão;BRA.10.52_2;Caxias;NE
162;MPEG.ANL 001052;MPEG.ANL 001052;"Beckman, Ruana; Pena, José; Souza, Raíssa";Etanol - 29;30/08/2017;2017;8;30;;Pará, Belém;;BR;Pará;Belém;Mocambo;1,440694;-48,41125;;Pontoscolex;Animalia;Annelida;Clitellata;Haplotaxida;Glossoscolecidae;Pontoscolex;Pontoscolex;;;GENUS;DOUBTFUL;BR;2023-09-07T09:19:05.945Z;TRUE;TRUE;2308740;2308740;1;42;255;472;3567;2308740;;;Pontoscolex;Pontoscolex Corethrurus;FALSE;;;;;;;
163;MPEG.ANL 001075;MPEG.ANL 001075;"Beckman, Ruana; Pena, José; Souza, Raíssa";Etanol - 2;30/08/2017;2017;8;30;;Pará, Belém;;BR;Pará;Belém;Mocambo;1,440694;-48,41125;;Pontoscolex;Animalia;Annelida;Clitellata;Haplotaxida;Glossoscolecidae;Pontoscolex;Pontoscolex;;;GENUS;DOUBTFUL;BR;2023-09-07T09:19:05.945Z;TRUE;TRUE;2308740;2308740;1;42;255;472;3567;2308740;;;Pontoscolex;Pontoscolex Corethrurus;FALSE;;;;;;;
164;MPEG.ANL 001006;MPEG.ANL 001006;"Beckman, Ruana; Pena, José; Souza, Raíssa";Etanol - 15;30/08/2017;2017;8;30;;Pará, Belém;;BR;Pará;Belém;Mocambo;1,440694;-48,41125;;Pontoscolex;Animalia;Annelida;Clitellata;Haplotaxida;Glossoscolecidae;Pontoscolex;Pontoscolex;;;GENUS;DOUBTFUL;BR;2023-09-07T09:19:05.940Z;TRUE;TRUE;2308740;2308740;1;42;255;472;3567;2308740;;;Pontoscolex;Pontoscolex Corethrurus;FALSE;;;;;;;
165;MPEG.ANL 001581;MPEG.ANL 001581;"Hernández, Luis; Rousseau, Guillaume; Sousa, Sandriel";Etanol - 1;15/04/2017;2017;4;15;;Maranhão, Alcântara;SOUTH_AMERICA;BR;Maranhão;Alcântara;Marudá;-3,686322;-46,765706;;Pontoscolex corethrurus (Muller, 1856);Animalia;Annelida;Clitellata;Crassiclitellata;Rhinodrilidae;Pontoscolex;Pontoscolex;corethrurus;;SPECIES;ACCEPTED;BR;2023-09-07T09:19:05.952Z;TRUE;FALSE;2308741;2308741;1;42;255;5958860;9272891;10943108;2308741;Pontoscolex corethrurus;Pontoscolex corethrurus (Muller, 1856);Pontoscolex corethrurus;FALSE;BRA;Brazil;BRA.10_1;Maranhão;BRA.10.56_2;Centro Novo do Maranhão;NE
166;MPEG.ANL 000613;MPEG.ANL 000613;"Braga, Cesar; Ferreira, Viviane";Líquido - 1;01/11/2008;2008;11;1;Material doado Laboratório de Oceanografia Biológica/UFPA;Pará, Marapanim;SOUTH_AMERICA;BR;Pará;Marapanim;Praia de Marudá;;;;Neanthes Kinberg, 1865;Animalia;Annelida;Polychaeta;Phyllodocida;Nereididae;Neanthes;Neanthes;;;GENUS;ACCEPTED;BR;2023-09-07T09:19:05.948Z;FALSE;FALSE;2316247;2316247;1;42;256;1079;6972;2316247;;;Neanthes Kinberg, 1865;Neanthes;FALSE;;;;;;;
167;MPEG.ANL 001041;MPEG.ANL 001041;"Beckman, Ruana; Pena, José; Souza, Raíssa";Etanol - 2;30/08/2017;2017;8;30;;Pará, Belém;;BR;Pará;Belém;Mocambo;1,440694;-48,41125;;Pontoscolex;Animalia;Annelida;Clitellata;Haplotaxida;Glossoscolecidae;Pontoscolex;Pontoscolex;;;GENUS;DOUBTFUL;BR;2023-09-07T09:19:05.946Z;TRUE;TRUE;2308740;2308740;1;42;255;472;3567;2308740;;;Pontoscolex;Pontoscolex Corethrurus;FALSE;;;;;;;
168;MPEG.ANL 000621;MPEG.ANL 000621;"Braga, Cesar; Ferreira, Viviane";Líquido - 11;01/11/2008;2008;11;1;Material doado Laboratório de Oceanografia Biológica/UFPA;Pará, Marapanim;SOUTH_AMERICA;BR;Pará;Marapanim;Praia de Marudá;;;;Nereis Linnaeus, 1758;Animalia;Annelida;Polychaeta;Phyllodocida;Nereididae;Nereis;Nereis;;;GENUS;ACCEPTED;BR;2023-09-07T09:19:05.949Z;FALSE;FALSE;2308106;2308106;1;42;256;1079;6972;2308106;;;Nereis Linnaeus, 1758;Nereis;FALSE;;;;;;;
169;MPEG.ANL 001656;MPEG.ANL 001656;"Sousa, Anny; Sousa, Sandriel; Hernández, Luis";Etanol - 1;12/02/2019;2019;2;12;;Maranhão, Caxias;SOUTH_AMERICA;BR;Maranhão;Caxias;Santa Tereza Village;-4,891111;-43,425833;;Pontoscolex corethrurus (Muller, 1856);Animalia;Annelida;Clitellata;Crassiclitellata;Rhinodrilidae;Pontoscolex;Pontoscolex;corethrurus;;SPECIES;ACCEPTED;BR;2023-09-07T09:19:05.942Z;TRUE;FALSE;2308741;2308741;1;42;255;5958860;9272891;10943108;2308741;Pontoscolex corethrurus;Pontoscolex corethrurus (Muller, 1856);Pontoscolex corethrurus;FALSE;BRA;Brazil;BRA.10_1;Maranhão;BRA.10.52_2;Caxias;NE
170;MPEG.ANL 000721;MPEG.ANL 000721;"Braga, Cesar; Ferreira, Viviane";Líquido - 1;01/11/2008;2008;11;1;Material doado Laboratório de Oceanografia Biológica/UFPA;Pará, Marapanim;SOUTH_AMERICA;BR;Pará;Marapanim;Praia de Marudá;;;;Sigambra grubii Müller, 1858;Animalia;Annelida;Polychaeta;Phyllodocida;Pilargidae;Sigambra;Sigambra;grubii;;SPECIES;ACCEPTED;BR;2023-09-07T09:19:05.939Z;FALSE;FALSE;2316674;2316674;1;42;256;1079;7077;2316659;2316674;Sigambra grubii;Sigambra grubii Müller, 1858;Sigambra grubii;FALSE;;;;;;;NE
171;MPEG.ANL 001071;MPEG.ANL 001071;"Beckman, Ruana; Pena, José; Souza, Raíssa";Etanol - 1;30/08/2017;2017;8;30;;Pará, Belém;;BR;Pará;Belém;Mocambo;1,440694;-48,41125;;Pontoscolex;Animalia;Annelida;Clitellata;Haplotaxida;Glossoscolecidae;Pontoscolex;Pontoscolex;;;GENUS;DOUBTFUL;BR;2023-09-07T09:19:05.945Z;TRUE;TRUE;2308740;2308740;1;42;255;472;3567;2308740;;;Pontoscolex;Pontoscolex Corethrurus;FALSE;;;;;;;
172;MPEG.ANL 001048;MPEG.ANL 001048;"Beckman, Ruana; Pena, José; Souza, Raíssa";Etanol - 2;30/08/2017;2017;8;30;;Pará, Belém;;BR;Pará;Belém;Mocambo;1,440694;-48,41125;;Pontoscolex;Animalia;Annelida;Clitellata;Haplotaxida;Glossoscolecidae;Pontoscolex;Pontoscolex;;;GENUS;DOUBTFUL;BR;2023-09-07T09:19:05.946Z;TRUE;TRUE;2308740;2308740;1;42;255;472;3567;2308740;;;Pontoscolex;Pontoscolex Corethrurus;FALSE;;;;;;;
173;MPEG.ANL 001139;MPEG.ANL 001139;Muniz, Mairink;EtOH - 1;22/02/2017;2017;2;22;Amazôna Azul;Pará;;BR;Pará;;Plataforma Continental do Amazonas;1,286333;-47,858333;;incertae sedis;incertae sedis;;;;;;;;;KINGDOM;;BR;2023-09-07T09:19:05.936Z;TRUE;FALSE;0;;0;;;;;;;;;;FALSE;;;;;;;
174;MPEG.ANL 001610;MPEG.ANL 001610;"Sousa, Sandriel; Hernández, Luis; Rousseau, Guillaume";Etanol - 1;15/08/2018;2018;8;15;;Maranhão, São Luís;SOUTH_AMERICA;BR;Maranhão;São Luís;Fazenda Escola;-4,587222;-44,208611;;Hyperiodrilus africanus Beddard, 1891;Animalia;Annelida;Clitellata;Crassiclitellata;Eudrilidae;Hyperiodrilus;Hyperiodrilus;africanus;;SPECIES;ACCEPTED;BR;2023-09-07T09:19:05.938Z;TRUE;FALSE;9546247;9546247;1;42;255;5958860;4288888;4813844;9546247;Hyperiodrilus africanus;Hyperiodrilus africanus Beddard, 1891;Hyperiodrilus africanus;FALSE;BRA;Brazil;BRA.10_1;Maranhão;BRA.10.59_2;Codó;NE
175;MPEG.ANL 000722;MPEG.ANL 000722;"Braga, Cesar; Ferreira, Viviane";Líquido - 3;01/11/2008;2008;11;1;Material doado Laboratório de Oceanografia Biológica/UFPA;Pará, Marapanim;SOUTH_AMERICA;BR;Pará;Marapanim;Praia de Marudá;;;;Sigambra grubii Müller, 1858;Animalia;Annelida;Polychaeta;Phyllodocida;Pilargidae;Sigambra;Sigambra;grubii;;SPECIES;ACCEPTED;BR;2023-09-07T09:19:05.939Z;FALSE;FALSE;2316674;2316674;1;42;256;1079;7077;2316659;2316674;Sigambra grubii;Sigambra grubii Müller, 1858;Sigambra grubii;FALSE;;;;;;;NE
176;MPEG.ANL 001039;MPEG.ANL 001039;"Beckman, Ruana; Pena, José; Souza, Raíssa";Etanol - 1;30/08/2017;2017;8;30;;Pará, Belém;;BR;Pará;Belém;Mocambo;1,440694;-48,41125;;Pontoscolex;Animalia;Annelida;Clitellata;Haplotaxida;Glossoscolecidae;Pontoscolex;Pontoscolex;;;GENUS;DOUBTFUL;BR;2023-09-07T09:19:05.946Z;TRUE;TRUE;2308740;2308740;1;42;255;472;3567;2308740;;;Pontoscolex;Pontoscolex Corethrurus;FALSE;;;;;;;
177;MPEG.ANL 001077;MPEG.ANL 001077;"Beckman, Ruana; Pena, José; Souza, Raíssa";Etanol - 10;30/08/2017;2017;8;30;;Pará, Belém;;BR;Pará;Belém;Mocambo;1,440694;-48,41125;;Pontoscolex;Animalia;Annelida;Clitellata;Haplotaxida;Glossoscolecidae;Pontoscolex;Pontoscolex;;;GENUS;DOUBTFUL;BR;2023-09-07T09:19:05.945Z;TRUE;TRUE;2308740;2308740;1;42;255;472;3567;2308740;;;Pontoscolex;Pontoscolex Corethrurus;FALSE;;;;;;;
178;MPEG.ANL 000582;MPEG.ANL 000582;Brogim, Rosemary;EtOH - 1;23/06/2018;2018;6;23;Os individuos foram coletados com pegador Petitponar.;Pará, Itaituba;SOUTH_AMERICA;BR;Pará;Itaituba;Sede da Caramuru Alimentos S.A.;;;;Oligochaeta;Animalia;Annelida;Clitellata;;;;Oligochaeta;;;CLASS;SYNONYM;BR;2023-09-07T09:19:05.945Z;FALSE;FALSE;8166676;255;1;42;255;;;;;;Clitellata;Oligochaeta;FALSE;;;;;;;
179;MPEG.ANL 001642;MPEG.ANL 001642;"Sousa, Anny; Sousa, Sandriel; Hernández, Luis";Etanol - 1;12/02/2019;2019;2;12;;Maranhão, Caxias;SOUTH_AMERICA;BR;Maranhão;Caxias;Santa Tereza Village;-4,899722;-43,470833;;Liodrilus mendesi Righi, 1994;Animalia;Annelida;Clitellata;;;Liodrilus;Liodrilus;mendesi;;SPECIES;ACCEPTED;BR;2023-09-07T09:19:05.937Z;TRUE;FALSE;9512479;9512479;1;42;255;;;4813824;9512479;Liodrilus mendesi;Liodrilus mendesi Righi, 1994;Liodrilus mendesi;FALSE;BRA;Brazil;BRA.10_1;Maranhão;BRA.10.52_2;Caxias;NE
180;MPEG.ANL 001658;MPEG.ANL 001658;"Sousa, Anny; Sousa, Sandriel; Hernández, Luis";Etanol - 1;12/02/2019;2019;2;12;;Maranhão, Caxias;SOUTH_AMERICA;BR;Maranhão;Caxias;Santa Tereza Village;-4,891111;-43,425833;;Urobenus brasiliensis Benham, 1886;Animalia;Annelida;Clitellata;Crassiclitellata;Rhinodrilidae;Rhinodrilus;Urobenus;brasiliensis;;SPECIES;SYNONYM;BR;2023-09-07T09:19:05.942Z;TRUE;FALSE;9588531;9687779;1;42;255;5958860;9272891;10944581;9687779;Rhinodrilus brasiliensis;Rhinodrilus brasiliensis (Benham, 1886);Urobenus brasiliensis;FALSE;BRA;Brazil;BRA.10_1;Maranhão;BRA.10.52_2;Caxias;NE
181;MPEG.ANL 001026;MPEG.ANL 001026;"Beckman, Ruana; Pena, José; Souza, Raíssa";Etanol - 1;30/08/2017;2017;8;30;;Pará, Belém;;BR;Pará;Belém;Mocambo;1,440694;-48,41125;;Pontoscolex;Animalia;Annelida;Clitellata;Haplotaxida;Glossoscolecidae;Pontoscolex;Pontoscolex;;;GENUS;DOUBTFUL;BR;2023-09-07T09:19:05.947Z;TRUE;TRUE;2308740;2308740;1;42;255;472;3567;2308740;;;Pontoscolex;Pontoscolex Corethrurus;FALSE;;;;;;;
182;MPEG.ANL 001625;MPEG.ANL 001625;"Sousa, Anny; Sousa, Sandriel; Hernández, Luis";Etanol - 1;12/02/2019;2019;2;12;;Maranhão, Caxias;SOUTH_AMERICA;BR;Maranhão;Caxias;Santa Tereza Village;-4,891111;-43,425833;PARATYPE;Rhinodrilus antonioi Hernández-García & Sousa, 2020;Animalia;Annelida;Clitellata;Crassiclitellata;Rhinodrilidae;Rhinodrilus;Rhinodrilus;antonioi;;SPECIES;ACCEPTED;BR;2023-09-07T09:19:05.939Z;TRUE;FALSE;11003839;11003839;1;42;255;5958860;9272891;10944581;11003839;Rhinodrilus antonioi;Rhinodrilus antonioi Hernández-García & Sousa, 2020;Rhinodrilus antonionii;FALSE;BRA;Brazil;BRA.10_1;Maranhão;BRA.10.52_2;Caxias;NE
183;MPEG.ANL 001608;MPEG.ANL 001608;"Sousa, Sandriel; Hernández, Luis; Rousseau, Guillaume";Etanol - 1;15/08/2018;2018;8;15;;Maranhão, São Luís;SOUTH_AMERICA;BR;Maranhão;São Luís;Fazenda Escola;-4,587222;-44,208611;;Hyperiodrilus africanus Beddard, 1891;Animalia;Annelida;Clitellata;Crassiclitellata;Eudrilidae;Hyperiodrilus;Hyperiodrilus;africanus;;SPECIES;ACCEPTED;BR;2023-09-07T09:19:05.939Z;TRUE;FALSE;9546247;9546247;1;42;255;5958860;4288888;4813844;9546247;Hyperiodrilus africanus;Hyperiodrilus africanus Beddard, 1891;Hyperiodrilus africanus;FALSE;BRA;Brazil;BRA.10_1;Maranhão;BRA.10.59_2;Codó;NE
184;MPEG.ANL 000611;MPEG.ANL 000611;"Braga, Cesar; Ferreira, Viviane";Líquido - 1;01/11/2008;2008;11;1;Material doado Laboratório de Oceanografia Biológica/UFPA;Pará, Maracanã;SOUTH_AMERICA;BR;Pará;Maracanã;Ilha de Algodoal;;;;Neanthes Kinberg, 1865;Animalia;Annelida;Polychaeta;Phyllodocida;Nereididae;Neanthes;Neanthes;;;GENUS;ACCEPTED;BR;2023-09-07T09:19:05.949Z;FALSE;FALSE;2316247;2316247;1;42;256;1079;6972;2316247;;;Neanthes Kinberg, 1865;Neanthes;FALSE;;;;;;;
185;MPEG.ANL 001055;MPEG.ANL 001055;"Beckman, Ruana; Pena, José; Souza, Raíssa";Etanol - 2;30/08/2017;2017;8;30;;Pará, Belém;;BR;Pará;Belém;Mocambo;1,440694;-48,41125;;Pontoscolex;Animalia;Annelida;Clitellata;Haplotaxida;Glossoscolecidae;Pontoscolex;Pontoscolex;;;GENUS;DOUBTFUL;BR;2023-09-07T09:19:05.945Z;TRUE;TRUE;2308740;2308740;1;42;255;472;3567;2308740;;;Pontoscolex;Pontoscolex Corethrurus;FALSE;;;;;;;
186;MPEG.ANL 000707;MPEG.ANL 000707;"Braga, Cesar; Ferreira, Viviane";Líquido - 2;01/11/2008;2008;11;1;Material doado Laboratório de Oceanografia Biológica/UFPA;Pará, Maracanã;SOUTH_AMERICA;BR;Pará;Maracanã;Ilha de Algodoal;;;;Sigambra grubii Müller, 1858;Animalia;Annelida;Polychaeta;Phyllodocida;Pilargidae;Sigambra;Sigambra;grubii;;SPECIES;ACCEPTED;BR;2023-09-07T09:19:05.937Z;FALSE;FALSE;2316674;2316674;1;42;256;1079;7077;2316659;2316674;Sigambra grubii;Sigambra grubii Müller, 1858;Sigambra grubii;FALSE;;;;;;;NE
187;MPEG.ANL 000583;MPEG.ANL 000583;Brogim, Rosemary;EtOH - 1;;;;;Os individuos foram coletados com pegador Petitponar.;Pará, Itaituba;SOUTH_AMERICA;BR;Pará;Itaituba;Sede da Caramuru Alimentos S.A.;;;;Clitellata;Animalia;Annelida;Clitellata;;;;Clitellata;;;CLASS;ACCEPTED;BR;2023-09-07T09:19:05.943Z;FALSE;FALSE;255;255;1;42;255;;;;;;Clitellata;Hirudinea;FALSE;;;;;;;NE
188;MPEG.ANL 000664;MPEG.ANL 000664;"Almeida, Mayk ; Rosa Filho, José";Líquido - 1;01/04/2003;2003;4;1;"Material doado Laboratório de Oceanografia Biológica/UFPA; Projeto RECOS – Instituto do Milênio";Pará, Bragança;SOUTH_AMERICA;BR;Pará;Bragança;Praia de Ajuruteua;;;;Aglaophamus Kinberg, 1866;Animalia;Annelida;Polychaeta;Phyllodocida;Nephtyidae;Aglaophamus;Aglaophamus;;;GENUS;ACCEPTED;BR;2023-09-07T09:19:05.948Z;FALSE;FALSE;2316799;2316799;1;42;256;1079;2316797;2316799;;;Aglaophamus Kinberg, 1866;Aglaophamus;FALSE;;;;;;;
189;MPEG.ANL 001064;MPEG.ANL 001064;"Beckman, Ruana; Pena, José; Souza, Raíssa";Etanol - 1;30/08/2017;2017;8;30;;Pará, Belém;;BR;Pará;Belém;Mocambo;1,440694;-48,41125;;Pontoscolex;Animalia;Annelida;Clitellata;Haplotaxida;Glossoscolecidae;Pontoscolex;Pontoscolex;;;GENUS;DOUBTFUL;BR;2023-09-07T09:19:05.946Z;TRUE;TRUE;2308740;2308740;1;42;255;472;3567;2308740;;;Pontoscolex;Pontoscolex Corethrurus;FALSE;;;;;;;
190;MPEG.ANL 001037;MPEG.ANL 001037;"Beckman, Ruana; Pena, José; Souza, Raíssa";Etanol - 2;30/08/2017;2017;8;30;;Pará, Belém;;BR;Pará;Belém;Mocambo;1,440694;-48,41125;;Pontoscolex;Animalia;Annelida;Clitellata;Haplotaxida;Glossoscolecidae;Pontoscolex;Pontoscolex;;;GENUS;DOUBTFUL;BR;2023-09-07T09:19:05.946Z;TRUE;TRUE;2308740;2308740;1;42;255;472;3567;2308740;;;Pontoscolex;Pontoscolex Corethrurus;FALSE;;;;;;;
191;MPEG.ANL 001070;MPEG.ANL 001070;"Beckman, Ruana; Pena, José; Souza, Raíssa";Etanol - 1;30/08/2017;2017;8;30;;Pará, Belém;;BR;Pará;Belém;Mocambo;1,440694;-48,41125;;Pontoscolex;Animalia;Annelida;Clitellata;Haplotaxida;Glossoscolecidae;Pontoscolex;Pontoscolex;;;GENUS;DOUBTFUL;BR;2023-09-07T09:19:05.945Z;TRUE;TRUE;2308740;2308740;1;42;255;472;3567;2308740;;;Pontoscolex;Pontoscolex Corethrurus;FALSE;;;;;;;
192;MPEG.ANL 001089;MPEG.ANL 001089;"Beckman, Ruana; Pena, José; Souza, Raíssa";Etanol - 3;30/08/2017;2017;8;30;;Pará, Belém;;BR;Pará;Belém;Mocambo;1,440694;-48,41125;;Pontoscolex;Animalia;Annelida;Clitellata;Haplotaxida;Glossoscolecidae;Pontoscolex;Pontoscolex;;;GENUS;DOUBTFUL;BR;2023-09-07T09:19:05.945Z;TRUE;TRUE;2308740;2308740;1;42;255;472;3567;2308740;;;Pontoscolex;Pontoscolex Corethrurus;FALSE;;;;;;;
193;MPEG.ANL 001117;MPEG.ANL 001117;"Beckman, Ruana; Pena, José; Souza, Raíssa";Etanol - 4;30/08/2017;2017;8;30;;Pará, Belém;;BR;Pará;Belém;Mocambo;1,440694;-48,41125;;Pontoscolex;Animalia;Annelida;Clitellata;Haplotaxida;Glossoscolecidae;Pontoscolex;Pontoscolex;;;GENUS;DOUBTFUL;BR;2023-09-07T09:19:05.949Z;TRUE;TRUE;2308740;2308740;1;42;255;472;3567;2308740;;;Pontoscolex;Pontoscolex Corethrurus;FALSE;;;;;;;
194;MPEG.ANL 001598;MPEG.ANL 001598;"Sousa, Sandriel; Hernández, Luis; Rousseau, Guillaume";Etanol - 1;15/08/2018;2018;8;15;;Maranhão, São Luís;SOUTH_AMERICA;BR;Maranhão;São Luís;Fazenda Escola;-4,587222;-44,208611;;Urobenus petrerei Righi, 1985;Animalia;Annelida;Clitellata;Crassiclitellata;Rhinodrilidae;Urobenus;Urobenus;petrerei;;SPECIES;ACCEPTED;BR;2023-09-07T09:19:05.949Z;TRUE;FALSE;9372448;9372448;1;42;255;5958860;9272891;11036641;9372448;Urobenus petrerei;Urobenus petrerei Righi, 1985;Urobenus petrerei;FALSE;BRA;Brazil;BRA.10_1;Maranhão;BRA.10.59_2;Codó;NE
195;MPEG.ANL 001091;MPEG.ANL 001091;"Beckman, Ruana; Pena, José; Souza, Raíssa";Etanol - 3;30/08/2017;2017;8;30;;Pará, Belém;;BR;Pará;Belém;Mocambo;1,440694;-48,41125;;Pontoscolex;Animalia;Annelida;Clitellata;Haplotaxida;Glossoscolecidae;Pontoscolex;Pontoscolex;;;GENUS;DOUBTFUL;BR;2023-09-07T09:19:05.947Z;TRUE;TRUE;2308740;2308740;1;42;255;472;3567;2308740;;;Pontoscolex;Pontoscolex Corethrurus;FALSE;;;;;;;
