id;continent;countryCode;stateProvince;county;locality;decimalLatitude;decimalLongitude
0;;BR;Pará;Belém;Mocambo;1.440694;-48.41125
1;SOUTH_AMERICA;BR;Maranhão;São Luís;Fazenda Escola;-4.587222;-44.208611
2;SOUTH_AMERICA;BR;Maranhão;Caxias;Santa Tereza Village;-4.899722;-43.470833
3;;BR;Pará;Belém;Mocambo;1.440694;-48.41125
4;;BR;Pará;Belém;Mocambo;1.440694;-48.41125
5;SOUTH_AMERICA;BR;Pará;Bragança;Ilha de Canela;;
6;SOUTH_AMERICA;BR;Maranhão;Rosário;Rosário;-2.853972;-44.153167
7;SOUTH_AMERICA;BR;Pará;Bragança;Península Bragantina;;
8;;BR;Pará;Belém;Mocambo;1.440694;-48.41125
9;;BR;Pará;Belém;Mocambo;1.440694;-48.41125
10;;BR;Pará;;Plataforma Continental do Amazonas;3.7817;-49.840417
11;;BR;Pará;Belém;Mocambo;1.440694;-48.41125
12;;BR;Pará;Belém;Mocambo;1.440694;-48.41125
13;SOUTH_AMERICA;BR;Maranhão;São Luís;Fazenda Escola;-4.587222;-44.208611
14;;BR;Pará;Belém;Mocambo;1.440694;-48.41125
15;SOUTH_AMERICA;BR;Pará;Bragança;Ilha de Canela;;
16;SOUTH_AMERICA;BR;Maranhão;Caxias;Santa Tereza Village;-4.558333;-43.470833
17;SOUTH_AMERICA;BR;Maranhão;São Luís;Fazenda Escola;-4.587222;-44.208611
18;SOUTH_AMERICA;BR;Maranhão;Rosário;Rosário;-2.853972;-44.153167
19;;BR;Pará;Belém;Mocambo;1.440694;-48.41125
20;SOUTH_AMERICA;BR;Maranhão;São Luís;Fazenda Escola;-4.587222;-44.208611
21;SOUTH_AMERICA;BR;Pará;Bragança;Península Bragantina;;
22;;BR;Pará;Belém;Mocambo;1.440694;-48.41125
23;SOUTH_AMERICA;BR;Pará;Bragança;Ilha de Canela;;
24;SOUTH_AMERICA;BR;Pará;Bragança;Península Bragantina;;
25;;BR;Pará;Belém;Mocambo;1.440694;-48.41125
26;SOUTH_AMERICA;BR;Maranhão;Alcântara;Rio Grande;-2.42375;-44.425444
27;;BR;Pará;Belém;Mocambo;1.440694;-48.41125
28;;BR;Pará;Belém;Mocambo;1.440694;-48.41125
29;;BR;Pará;Belém;Mocambo;1.440694;-48.41125
30;SOUTH_AMERICA;BR;Pará;Bragança;Península Bragantina;;
31;SOUTH_AMERICA;BR;Pará;Maracanã;Ilha de Algodoal;;
32;;BR;Pará;Belém;Mocambo;1.440694;-48.41125
33;;BR;Pará;;Plataforma Continental do Amazonas;3.938833;-50.653333
34;;BR;Pará;Belém;Mocambo;1.440694;-48.41125
35;SOUTH_AMERICA;BR;Maranhão;Caxias;Santa Tereza Village;-4.558333;-43.470833
36;;BR;Pará;Belém;Mocambo;1.440694;-48.41125
37;;BR;Pará;Belém;Mocambo;1.440694;-48.41125
38;SOUTH_AMERICA;BR;Maranhão;São Luís;Fazenda Escola;-4.587222;-44.208611
39;SOUTH_AMERICA;BR;Maranhão;Tomé-Açu;Tomé-Açu;-2.394167;-48.164444
40;;BR;Pará;Belém;Mocambo;1.440694;-48.41125
41;SOUTH_AMERICA;BR;Maranhão;São Luís;Fazenda Escola;-4.587222;-44.208611
42;SOUTH_AMERICA;BR;Pará;Curuçá;Curuça;;
43;SOUTH_AMERICA;BR;Pará;Maracanã;Ilha de Algodoal;;
44;;BR;Pará;Belém;Mocambo;1.440694;-48.41125
45;SOUTH_AMERICA;BR;Pará;Curuçá;Curuça;;
46;;BR;Pará;Belém;Mocambo;1.440694;-48.41125
47;;BR;Pará;Belém;Mocambo;1.440694;-48.41125
48;;BR;Pará;Belém;Mocambo;1.440694;-48.41125
49;;BR;Pará;Belém;Mocambo;1.440694;-48.41125
50;SOUTH_AMERICA;BR;Maranhão;São Luís;Fazenda Escola;-4.587222;-44.208611
51;SOUTH_AMERICA;BR;Maranhão;Caxias;Maranhão Federal Institute;-4.820833;-43.342222
52;SOUTH_AMERICA;BR;Maranhão;Caxias;Inhamum Protection Area;-4.890833;-43.420278
53;SOUTH_AMERICA;BR;Maranhão;São Luís;Fazenda Escola;-4.587222;-44.208611
54;;BR;Pará;Belém;Mocambo;1.440694;-48.41125
55;;BR;Pará;Belém;Mocambo;1.440694;-48.41125
56;SOUTH_AMERICA;BR;Pará;Marapanim;Praia de Marudá;;
57;SOUTH_AMERICA;BR;Pará;Bragança;Ilha de Canela;;
58;;BR;Pará;Belém;Mocambo;1.440694;-48.41125
59;SOUTH_AMERICA;BR;Maranhão;Caxias;Inhamum Protection Area;-4.8625;-43.363889
60;;BR;Pará;Belém;Mocambo;1.440694;-48.41125
61;;BR;Pará;Belém;Mocambo;1.440694;-48.41125
62;SOUTH_AMERICA;BR;Maranhão;Rosário;Rosário;-2.853972;-44.153167
63;;BR;Pará;Belém;Mocambo;1.440694;-48.41125
64;SOUTH_AMERICA;BR;Pará;Bragança;Península Bragantina;;
65;SOUTH_AMERICA;BR;Pará;Bragança;Furo Grande;;
66;SOUTH_AMERICA;BR;Pará;Marapanim;Praia de Marudá;;
67;;BR;Pará;Belém;Mocambo;1.440694;-48.41125
68;SOUTH_AMERICA;BR;Pará;Bragança;Ilha de Canela;;
69;;BR;Pará;;Plataforma Continental do Amazonas;3.135833;-48.449
70;;BR;Pará;Belém;Mocambo;1.440694;-48.41125
71;SOUTH_AMERICA;BR;Pará;Curuçá;Curuça;;
72;SOUTH_AMERICA;BR;Maranhão;Alcântara;Rio Grande;-2.42375;-44.425444
73;SOUTH_AMERICA;BR;Maranhão;Rosário;Rosário;-2.853972;-44.153167
74;SOUTH_AMERICA;BR;Pará;Bragança;Ilha de Canela;;
75;SOUTH_AMERICA;BR;Maranhão;Caxias;Maranhão Federal Institute;-4.904167;-43.472222
76;SOUTH_AMERICA;BR;Maranhão;Itinga do Maranhão;Reserva Biológica Gurupi;-4.0428;-46.906058
77;SOUTH_AMERICA;BR;Maranhão;Caxias;Santa Tereza Village;-4.891111;-43.425833
78;SOUTH_AMERICA;BR;Maranhão;Caxias;Maranhão Federal Institute;-4.821667;-43.342222
79;SOUTH_AMERICA;BR;Maranhão;Caxias;Santa Tereza Village;-4.891111;-43.425833
80;;BR;Pará;Belém;Mocambo;1.440694;-48.41125
81;;BR;Pará;Belém;Mocambo;1.440694;-48.41125
82;;BR;Pará;Belém;Mocambo;1.440694;-48.41125
83;;BR;Pará;Belém;Mocambo;1.440694;-48.41125
84;;BR;Pará;Belém;Mocambo;1.440694;-48.41125
85;;BR;Pará;Belém;Mocambo;1.440694;-48.41125
86;SOUTH_AMERICA;BR;Pará;Bragança;Praia de Ajuruteua;;
87;SOUTH_AMERICA;BR;Maranhão;Caxias;Santa Tereza Village;-4.899722;-43.470833
88;SOUTH_AMERICA;BR;Maranhão;Caxias;Maranhão Federal Institute;-4.821111;-43.340833
89;SOUTH_AMERICA;BR;Pará;Bragança;Península Bragantina;;
90;SOUTH_AMERICA;BR;Maranhão;Caxias;Maranhão Federal Institute;-4.904167;-43.472222
91;SOUTH_AMERICA;BR;Maranhão;Itinga do Maranhão;Reserva Biológica Gurupi;-4.0428;-46.906058
92;;BR;Pará;Belém;Mocambo;1.440694;-48.41125
93;SOUTH_AMERICA;BR;Pará;Bragança;Península Bragantina;;
94;SOUTH_AMERICA;BR;Maranhão;Caxias;Santa Tereza Village;-4.904167;-43.472222
95;;BR;Pará;Belém;Mocambo;1.440694;-48.41125
96;SOUTH_AMERICA;BR;Pará;Bragança;Ilha de Canela;;
97;SOUTH_AMERICA;BR;Pará;Maracanã;Ilha de Algodoal;;
98;;BR;Pará;Belém;Mocambo;1.440694;-48.41125
99;;BR;Pará;Belém;Mocambo;1.440694;-48.41125
100;;BR;Pará;Belém;Mocambo;1.440694;-48.41125
101;;BR;Pará;Belém;Mocambo;1.440694;-48.41125
102;;BR;Pará;Belém;Mocambo;1.440694;-48.41125
103;;BR;Pará;Belém;Mocambo;1.440694;-48.41125
104;SOUTH_AMERICA;BR;Maranhão;Caxias;Maranhão Federal Institute;-4.818611;-43.343056
105;SOUTH_AMERICA;BR;Pará;Bragança;Península Bragantina;;
106;SOUTH_AMERICA;BR;Pará;Maracanã;Ilha de Algodoal;;
107;SOUTH_AMERICA;BR;Maranhão;Caxias;Maranhão Federal Institute;-4.904167;-43.472222
108;SOUTH_AMERICA;BR;Maranhão;Caxias;Santa Tereza Village;-4.891111;-43.425833
109;SOUTH_AMERICA;BR;Pará;Bragança;Península Bragantina;;
110;;BR;Pará;Belém;Mocambo;1.440694;-48.41125
111;SOUTH_AMERICA;BR;Pará;Bragança;Península Bragantina;;
112;SOUTH_AMERICA;BR;Pará;Maracanã;Ilha de Algodoal;;
113;SOUTH_AMERICA;BR;Ceará;Jijoca de Jericoacoara;Parque Nacional de Jericoacoara;;
114;SOUTH_AMERICA;BR;Maranhão;Tomé-Açu;Tomé-Açu;-2.394167;-48.164444
115;SOUTH_AMERICA;BR;Maranhão;Caxias;Santa Tereza Village;-4.899722;-43.470833
116;SOUTH_AMERICA;BR;Paraná;Pontal do Paraná;Praia do Miguel. Ilha do Mel;;
117;SOUTH_AMERICA;BR;Pará;Bragança;Península Bragantina;;
118;SOUTH_AMERICA;BR;Maranhão;Bom Jesus;Rio dos Bois;-4.038889;-46.932778
119;;BR;Pará;Belém;Mocambo;1.440694;-48.41125
120;;BR;Pará;Belém;Mocambo;1.440694;-48.41125
121;;BR;Pará;Belém;Mocambo;1.440694;-48.41125
122;;BR;Pará;Belém;Mocambo;1.440694;-48.41125
123;;BR;Pará;Belém;Mocambo;1.440694;-48.41125
124;;BR;Pará;Belém;Mocambo;1.440694;-48.41125
125;SOUTH_AMERICA;BR;Pará;Maracanã;Ilha de Algodoal;;
126;;BR;Pará;Belém;Mocambo;1.440694;-48.41125
127;SOUTH_AMERICA;BR;Pará;Bragança;Praia de Ajuruteua;;
128;;BR;Pará;;Plataforma Continental do Amazonas;3.7817;-49.840417
129;;BR;Pará;Belém;Mocambo;1.440694;-48.41125
130;SOUTH_AMERICA;BR;Maranhão;Caxias;Inhamum Protection Area;-4.861944;-43.363333
131;;BR;Pará;Belém;Mocambo;1.440694;-48.41125
132;;BR;Pará;Belém;Mocambo;1.440694;-48.41125
133;;BR;Pará;Belém;Mocambo;1.440694;-48.41125
134;;BR;Pará;Belém;Mocambo;1.440694;-48.41125
135;SOUTH_AMERICA;BR;Pará;Marapanim;Praia de Marudá;;
136;SOUTH_AMERICA;BR;Pará;Curuçá;Curuça;;
137;SOUTH_AMERICA;BR;Maranhão;Rosário;Rosário;-2.853972;-44.153167
138;SOUTH_AMERICA;BR;Pará;Maracanã;Ilha de Algodoal;;
139;;BR;Pará;Belém;Mocambo;1.440694;-48.41125
140;;BR;Pará;Belém;Mocambo;1.440694;-48.41125
141;;BR;Pará;Belém;Mocambo;1.440694;-48.41125
142;;BR;Pará;Belém;Mocambo;1.440694;-48.41125
143;;BR;Pará;Belém;Mocambo;1.440694;-48.41125
144;SOUTH_AMERICA;BR;Maranhão;Caxias;Santa Tereza Village;-4.891111;-43.425833
145;;;;;;;
146;SOUTH_AMERICA;BR;Maranhão;Itinga do Maranhão;Assentamento Horizonte Azul;-4.0428;-46.906058
147;;BR;Pará;Belém;Mocambo;1.440694;-48.41125
148;;BR;Pará;Belém;Mocambo;1.440694;-48.41125
149;;BR;Pará;Belém;Mocambo;1.440694;-48.41125
150;SOUTH_AMERICA;BR;Maranhão;Itinga do Maranhão;Reserva Biológica Gurupi;-4.0428;-46.906058
151;SOUTH_AMERICA;BR;Pará;Maracanã;Ilha de Algodoal;;
152;;BR;Pará;Belém;Mocambo;1.440694;-48.41125
153;SOUTH_AMERICA;BR;Maranhão;São Luís;Fazenda Escola;-4.587222;-44.208611
154;SOUTH_AMERICA;BR;Maranhão;São Luís;Fazenda Escola;-4.587222;-44.208611
155;SOUTH_AMERICA;BR;Pará;Marapanim;Praia de Marudá;;
156;SOUTH_AMERICA;BR;Maranhão;Caxias;Maranhão Federal Institute;-4.827778;-43.3425
157;SOUTH_AMERICA;BR;Pará;Bragança;Península Bragantina;;
158;SOUTH_AMERICA;BR;Pará;Bragança;Ilha de Canela;;
159;;BR;Pará;Belém;Mocambo;1.440694;-48.41125
160;SOUTH_AMERICA;BR;Maranhão;Bom Jesus;Rio dos Bois;-4.038889;-46.932778
161;SOUTH_AMERICA;BR;Maranhão;Caxias;Maranhão Federal Institute;-4.821667;-43.342222
162;;BR;Pará;Belém;Mocambo;1.440694;-48.41125
163;;BR;Pará;Belém;Mocambo;1.440694;-48.41125
164;;BR;Pará;Belém;Mocambo;1.440694;-48.41125
165;SOUTH_AMERICA;BR;Maranhão;Alcântara;Marudá;-3.686322;-46.765706
166;SOUTH_AMERICA;BR;Pará;Marapanim;Praia de Marudá;;
167;;BR;Pará;Belém;Mocambo;1.440694;-48.41125
168;SOUTH_AMERICA;BR;Pará;Marapanim;Praia de Marudá;;
169;SOUTH_AMERICA;BR;Maranhão;Caxias;Santa Tereza Village;-4.891111;-43.425833
170;SOUTH_AMERICA;BR;Pará;Marapanim;Praia de Marudá;;
171;;BR;Pará;Belém;Mocambo;1.440694;-48.41125
172;;BR;Pará;Belém;Mocambo;1.440694;-48.41125
173;;BR;Pará;;Plataforma Continental do Amazonas;1.286333;-47.858333
174;SOUTH_AMERICA;BR;Maranhão;São Luís;Fazenda Escola;-4.587222;-44.208611
175;SOUTH_AMERICA;BR;Pará;Marapanim;Praia de Marudá;;
176;;BR;Pará;Belém;Mocambo;1.440694;-48.41125
177;;BR;Pará;Belém;Mocambo;1.440694;-48.41125
178;SOUTH_AMERICA;BR;Pará;Itaituba;Sede da Caramuru Alimentos S.A.;;
179;SOUTH_AMERICA;BR;Maranhão;Caxias;Santa Tereza Village;-4.899722;-43.470833
180;SOUTH_AMERICA;BR;Maranhão;Caxias;Santa Tereza Village;-4.891111;-43.425833
181;;BR;Pará;Belém;Mocambo;1.440694;-48.41125
182;SOUTH_AMERICA;BR;Maranhão;Caxias;Santa Tereza Village;-4.891111;-43.425833
183;SOUTH_AMERICA;BR;Maranhão;São Luís;Fazenda Escola;-4.587222;-44.208611
184;SOUTH_AMERICA;BR;Pará;Maracanã;Ilha de Algodoal;;
185;;BR;Pará;Belém;Mocambo;1.440694;-48.41125
186;SOUTH_AMERICA;BR;Pará;Maracanã;Ilha de Algodoal;;
187;SOUTH_AMERICA;BR;Pará;Itaituba;Sede da Caramuru Alimentos S.A.;;
188;SOUTH_AMERICA;BR;Pará;Bragança;Praia de Ajuruteua;;
189;;BR;Pará;Belém;Mocambo;1.440694;-48.41125
190;;BR;Pará;Belém;Mocambo;1.440694;-48.41125
191;;BR;Pará;Belém;Mocambo;1.440694;-48.41125
192;;BR;Pará;Belém;Mocambo;1.440694;-48.41125
193;;BR;Pará;Belém;Mocambo;1.440694;-48.41125
194;SOUTH_AMERICA;BR;Maranhão;São Luís;Fazenda Escola;-4.587222;-44.208611
195;;BR;Pará;Belém;Mocambo;1.440694;-48.41125
196;;BR;Pará;Belém;Mocambo;1.440694;-48.41125
197;SOUTH_AMERICA;BR;Paraná;Pontal do Paraná;Praia do Miguel. Ilha do Mel;;
198;SOUTH_AMERICA;BR;Pará;Maracanã;Ilha de Algodoal;;
199;SOUTH_AMERICA;BR;Pará;Bragança;Península Bragantina;;
200;SOUTH_AMERICA;BR;Maranhão;Caxias;Maranhão Federal Institute;-4.904167;-43.472222
201;SOUTH_AMERICA;BR;Maranhão;Itinga do Maranhão;Reserva Biológica Gurupi;-4.0428;-46.906058
202;;BR;Pará;Belém;Mocambo;1.440694;-48.41125
203;SOUTH_AMERICA;BR;Maranhão;Caxias;Santa Tereza Village;-4.899722;-43.470833
204;SOUTH_AMERICA;BR;Pará;Bragança;Ilha de Canela;;
205;SOUTH_AMERICA;BR;Maranhão;Itinga do Maranhão;Assentamento Horizonte Azul;-4.0428;-46.906058
206;SOUTH_AMERICA;BR;Pará;Bragança;Ilha de Canela;;
207;;BR;Pará;Belém;Mocambo;1.440694;-48.41125
208;SOUTH_AMERICA;BR;Maranhão;Caxias;Inhamum Protection Area;-4.891111;-43.425556
209;SOUTH_AMERICA;BR;Maranhão;Alcântara;Marudá;-3.686322;-46.765706
210;SOUTH_AMERICA;BR;Pará;Marapanim;Praia de Marudá;;
211;;BR;Pará;Belém;Mocambo;1.440694;-48.41125
212;SOUTH_AMERICA;BR;Pará;Bragança;Praia de Ajuruteua;;
213;SOUTH_AMERICA;BR;Pará;Bragança;Ilha de Canela;;
214;;BR;Pará;Belém;Mocambo;1.440694;-48.41125
215;;BR;Pará;Belém;Mocambo;1.440694;-48.41125
216;;BR;Pará;Belém;Mocambo;1.440694;-48.41125
217;SOUTH_AMERICA;BR;Maranhão;Itinga do Maranhão;Reserva Biológica Gurupi;-4.0428;-46.906058
218;;BR;Pará;Belém;Mocambo;1.440694;-48.41125
219;SOUTH_AMERICA;BR;Maranhão;Itinga do Maranhão;Reserva Biológica Gurupi;-4.0428;-46.906058
220;SOUTH_AMERICA;BR;Maranhão;Caxias;Inhamum Protection Area;-4.887222;-43.425278
221;SOUTH_AMERICA;BR;Maranhão;São Luís;Fazenda Escola;-4.587222;-44.208611
222;;BR;Pará;Belém;Mocambo;1.440694;-48.41125
223;SOUTH_AMERICA;BR;Pará;Maracanã;Ilha de Algodoal;;
224;SOUTH_AMERICA;BR;Pará;Maracanã;Ilha de Algodoal;;
225;SOUTH_AMERICA;BR;Maranhão;Itinga do Maranhão;Reserva Biológica Gurupi;-4.0428;-46.906058
226;SOUTH_AMERICA;BR;Maranhão;São Luís;Fazenda Escola;-4.587222;-44.208611
227;;BR;Pará;Belém;Mocambo;1.440694;-48.41125
228;SOUTH_AMERICA;BR;Pará;Maracanã;Ilha de Algodoal;;
229;SOUTH_AMERICA;BR;Maranhão;Itinga do Maranhão;Reserva Biológica Gurupi;-4.0428;-46.906058
230;SOUTH_AMERICA;BR;Maranhão;Caxias;Inhamum Protection Area;-4.887222;-43.425278
231;SOUTH_AMERICA;BR;Maranhão;Itinga do Maranhão;Assentamento Horizonte Azul;-4.0428;-46.906058
232;SOUTH_AMERICA;BR;Maranhão;Alcântara;Marudá;-3.686322;-46.765706
233;SOUTH_AMERICA;BR;Pará;Curuçá;Curuça;;
234;SOUTH_AMERICA;BR;Pará;Curuçá;Curuça;;
235;SOUTH_AMERICA;BR;Maranhão;Bom Jesus;Rio dos Bois;-4.038889;-46.932778
236;SOUTH_AMERICA;BR;Maranhão;Itinga do Maranhão;Reserva Biológica Gurupi;-4.0428;-46.906058
237;SOUTH_AMERICA;BR;Pará;Bragança;Ilha de Canela;;
238;;BR;Pará;Belém;Mocambo;1.440694;-48.41125
239;SOUTH_AMERICA;BR;Pará;Marapanim;Praia de Marudá;;
240;;BR;Pará;Belém;Mocambo;1.440694;-48.41125
241;;BR;Pará;Belém;Mocambo;1.440694;-48.41125
242;;BR;Pará;Belém;Mocambo;1.440694;-48.41125
243;SOUTH_AMERICA;BR;Pará;Curuçá;Curuça;;
244;;BR;Pará;Belém;Mocambo;1.440694;-48.41125
245;;BR;Pará;Belém;Mocambo;1.440694;-48.41125
246;SOUTH_AMERICA;BR;Pará;Marapanim;Praia de Marudá;;
247;;BR;Pará;Belém;Mocambo;1.440694;-48.41125
248;SOUTH_AMERICA;BR;Maranhão;São Luís;Fazenda Escola;-4.587222;-44.208611
249;;BR;Pará;Belém;Mocambo;1.440694;-48.41125
250;SOUTH_AMERICA;BR;Pará;Bragança;Península Bragantina;;
251;;BR;Pará;Belém;Mocambo;1.440694;-48.41125
252;SOUTH_AMERICA;BR;Maranhão;Caxias;Maranhão Federal Institute;-4.904167;-43.472222
253;SOUTH_AMERICA;BR;Maranhão;Caxias;Santa Tereza Village;-4.891111;-43.425833
254;;BR;Pará;Belém;Mocambo;1.440694;-48.41125
255;SOUTH_AMERICA;BR;Maranhão;São Luís;Fazenda Escola;-4.587222;-44.208611
256;SOUTH_AMERICA;BR;Pará;Marapanim;Praia de Marudá;;
257;SOUTH_AMERICA;BR;Pará;Bragança;Ilha de Canela;;
258;;BR;Pará;Belém;Mocambo;1.440694;-48.41125
259;;BR;Pará;Belém;Mocambo;1.440694;-48.41125
260;;BR;Pará;Belém;Mocambo;1.440694;-48.41125
261;SOUTH_AMERICA;BR;Pará;Bragança;Ilha de Canela;;
262;SOUTH_AMERICA;BR;Pará;Salinópolis;Praia de Salinas;;
263;SOUTH_AMERICA;BR;Maranhão;São Luís;Fazenda Escola;-4.587222;-44.208611
264;SOUTH_AMERICA;BR;Pará;Marapanim;Praia de Marudá;;
265;SOUTH_AMERICA;BR;Maranhão;Caxias;Santa Tereza Village;-4.899722;-43.470833
266;;BR;Pará;Belém;Mocambo;1.440694;-48.41125
267;SOUTH_AMERICA;BR;Pará;Maracanã;Ilha de Algodoal;;
268;;BR;Pará;Belém;Mocambo;1.440694;-48.41125
269;SOUTH_AMERICA;BR;Maranhão;São Luís;Fazenda Escola;-4.587222;-44.208611
270;SOUTH_AMERICA;BR;Maranhão;Alcântara;Marudá;-3.686322;-46.765706
271;SOUTH_AMERICA;BR;Pará;Bragança;Furo Grande;;
272;SOUTH_AMERICA;BR;Maranhão;São Luís;Fazenda Escola;-4.587222;-44.208611
273;;BR;Pará;Belém;Mocambo;1.440694;-48.41125
274;;BR;Pará;Belém;Mocambo;1.440694;-48.41125
275;SOUTH_AMERICA;BR;Pará;Maracanã;Ilha de Algodoal;;
276;;BR;Pará;Belém;Mocambo;1.440694;-48.41125
277;SOUTH_AMERICA;BR;Maranhão;Caxias;Santa Tereza Village;-4.891111;-43.425833
278;SOUTH_AMERICA;BR;Pará;Bragança;Ilha de Canela;;
279;;BR;Pará;Belém;Mocambo;1.440694;-48.41125
280;;BR;Pará;Belém;Mocambo;1.440694;-48.41125
281;;BR;Pará;Belém;Mocambo;1.440694;-48.41125
282;SOUTH_AMERICA;BR;Pará;Bragança;Ilha de Canela;;
283;;BR;Pará;Belém;Mocambo;1.440694;-48.41125
284;;BR;Pará;Belém;Mocambo;1.440694;-48.41125
285;SOUTH_AMERICA;BR;Maranhão;Caxias;Santa Tereza Village;-4.891111;-43.425833
286;SOUTH_AMERICA;BR;Pará;Bragança;Ilha de Canela;;
287;SOUTH_AMERICA;BR;Maranhão;Tomé-Açu;Tomé-Açu;-2.394167;-48.164444
288;SOUTH_AMERICA;BR;Pará;Bragança;Península Bragantina;;
289;;BR;Pará;Belém;Mocambo;1.440694;-48.41125
290;;BR;Pará;Belém;Mocambo;1.440694;-48.41125
291;SOUTH_AMERICA;BR;Pará;Marapanim;Praia de Marudá;;
292;;BR;Pará;Belém;Mocambo;1.440694;-48.41125
293;SOUTH_AMERICA;BR;Maranhão;São José de Ribamar;Sitio Aguahy;-2.650528;-44.147056
294;SOUTH_AMERICA;BR;Pará;Marapanim;Praia de Marudá;;
295;SOUTH_AMERICA;BR;Pará;Marapanim;Praia de Marudá;;
296;SOUTH_AMERICA;BR;Maranhão;Bom Jesus;Rio dos Bois;-4.038889;-46.932778
297;SOUTH_AMERICA;BR;Maranhão;Caxias;Santa Tereza Village;-4.899722;-43.470833
298;SOUTH_AMERICA;BR;Pará;Bragança;Furo Grande;;
299;;BR;Pará;Belém;Mocambo;1.440694;-48.41125
300;;BR;Pará;Belém;Mocambo;1.440694;-48.41125
301;;BR;Pará;;Plataforma Continental do Amazonas;3.788933;-49.731833
302;;BR;Pará;Belém;Mocambo;1.440694;-48.41125
303;SOUTH_AMERICA;BR;Maranhão;Caxias;Santa Tereza Village;-4.899722;-43.470833
304;SOUTH_AMERICA;BR;Maranhão;São Luís;Fazenda Escola;-4.587222;-44.208611
305;;BR;Pará;Belém;Mocambo;1.440694;-48.41125
306;;BR;Pará;Belém;Mocambo;1.440694;-48.41125
307;;BR;Pará;Belém;Mocambo;1.440694;-48.41125
308;SOUTH_AMERICA;BR;Pará;Maracanã;Ilha de Algodoal;;
309;;BR;Pará;Belém;Mocambo;1.440694;-48.41125
310;SOUTH_AMERICA;BR;Maranhão;Itinga do Maranhão;Reserva Biológica Gurupi;-4.0428;-46.906058
311;;BR;Pará;;Plataforma Continental do Amazonas;1.2766;-47.875
312;;BR;Pará;Belém;Mocambo;1.440694;-48.41125
313;SOUTH_AMERICA;BR;Maranhão;Bom Jesus;Rio dos Bois;-4.038889;-46.932778
314;SOUTH_AMERICA;BR;Pará;Bragança;Ilha de Canela;;
315;SOUTH_AMERICA;BR;Maranhão;São Luís;Fazenda Escola;-4.587222;-44.208611
316;SOUTH_AMERICA;BR;Maranhão;Alcântara;Rio Grande;-2.42375;-44.425444
317;SOUTH_AMERICA;BR;Maranhão;São Luís;Fazenda Escola;-4.587222;-44.208611
318;SOUTH_AMERICA;BR;Pará;Bragança;Ilha de Canela;;
319;SOUTH_AMERICA;BR;Pará;Bragança;Ilha de Canela;;
320;SOUTH_AMERICA;BR;Maranhão;Alcântara;Marudá;-3.686322;-46.765706
321;SOUTH_AMERICA;BR;Maranhão;Caxias;Santa Tereza Village;-4.891111;-43.425833
322;;BR;Pará;Belém;Mocambo;1.440694;-48.41125
323;SOUTH_AMERICA;BR;Maranhão;Caxias;Santa Tereza Village;-4.899722;-43.470833
324;SOUTH_AMERICA;BR;Maranhão;São José de Ribamar;Sitio Aguahy;-2.650528;-44.147056
325;;BR;Pará;Belém;Mocambo;1.440694;-48.41125
326;SOUTH_AMERICA;BR;Maranhão;São José de Ribamar;Sitio Aguahy;-2.650528;-44.147056
327;SOUTH_AMERICA;BR;Maranhão;Itinga do Maranhão;Assentamento Horizonte Azul;-4.0428;-46.906058
328;;BR;Pará;Belém;Mocambo;1.440694;-48.41125
329;;BR;Pará;Belém;Mocambo;1.440694;-48.41125
330;SOUTH_AMERICA;BR;Maranhão;Bom Jesus;Rio dos Bois;-4.038889;-46.932778
331;SOUTH_AMERICA;BR;Maranhão;Itinga do Maranhão;Assentamento Horizonte Azul;-4.0428;-46.906058
332;SOUTH_AMERICA;BR;Maranhão;São José de Ribamar;Sitio Aguahy;-2.650528;-44.147056
333;SOUTH_AMERICA;BR;Pará;Vera Cruz;Bacia Tocantins-Araguaia;-4.844456;-49.404489
334;SOUTH_AMERICA;BR;Pará;Baião;Bacia Tocantins-Araguaia;-3.758347;-49.66135
335;SOUTH_AMERICA;BR;Pará;Itupiranga;Bacia Tocantins-Araguaia;-5.072692;-49.321008
336;SOUTH_AMERICA;BR;Pará;Itupiranga;Bacia Tocantins-Araguaia;-5.299603;-49.236994
337;SOUTH_AMERICA;BR;Pará;São João de Pirabas;Ilha Fortaleza;;
338;SOUTH_AMERICA;BR;Pará;Baião;Bacia Tocantins-Araguaia;-3.360847;-49.634375
339;SOUTH_AMERICA;BR;Pará;Marabá;Bacia Tocantins-Araguaia;-5.337433;-49.206506
340;SOUTH_AMERICA;BR;Pará;Baião;Bacia Tocantins-Araguaia;-2.852308;-49.682344
341;SOUTH_AMERICA;BR;Pará;Baião;Bacia Tocantins-Araguaia;-3.031311;-49.647814
342;SOUTH_AMERICA;BR;Pará;Baião;Bacia Tocantins-Araguaia;-3.260328;-49.650494
343;SOUTH_AMERICA;BR;Pará;Conceição do Araguaia;Bacia do do rio Araguaia (Tocantins-Araguaia);-7.932194;-49.330528
344;SOUTH_AMERICA;BR;Pará;Baião;Bacia Tocantins-Araguaia;-3.106706;-49.658372
345;SOUTH_AMERICA;BR;Pará;Baião;Bacia Tocantins-Araguaia;-3.260328;-49.650494
346;SOUTH_AMERICA;BR;Pará;Baião;Bacia Tocantins-Araguaia;-3.397125;-49.606553
347;SOUTH_AMERICA;BR;Pará;Itupiranga;Bacia Tocantins-Araguaia;-5.200178;-49.299075
348;SOUTH_AMERICA;BR;Pará;Baião;Bacia Tocantins-Araguaia;-2.6816;-49.673692
